"Player.name","position","Games","At.bat","Runs","Hits","Double..2B.","third.baseman","home.run","run.batted.in","a.walk","Strikeouts","stolen.base","Caught.stealing","AVG","On.base.Percentage","Slugging.Percentage","On.base.Plus.Slugging","Total_Bases","ISO","BB_K_Ratio","dominant_xbh","sb.attempts","SBSR","RPE","PA","totalXBH","xbhRate","Strikeouts_per_Game","Run_Production","OBP","SLG","AB_per_HR"
"C Delgado","1B",2035,7283,1241,2038,483,18,473,1512,1109,1745,14,8,0.28,0.383,0.546,0.920928875463408,3976,0.266,0.635530085959885,"Doubles",22,63.6363636363636,0.189001784978718,8392,974,0.477919528949951,0.857493857493858,1.35282555282555,0.375,0.545928875463408,15.3974630021142
"C Jones","3B",2499,8984,1619,2726,549,38,468,1623,1512,1409,150,46,0.303,0.401,0.529,0.9330471312143,4755,0.226,1.07310149041874,"Doubles",196,76.530612244898,0.180431878895815,10496,1055,0.387013939838591,0.563825530212085,1.29731892757103,0.403772865853659,0.529274265360641,19.1965811965812
"D Winfield","RF",2973,11003,1669,3110,540,88,465,1833,1216,1686,223,96,0.283,0.353,0.475,0.828545744694453,5221,0.192,0.721233689205219,"Doubles",319,69.9059561128527,0.159138416795419,12219,1093,0.351446945337621,0.567103935418769,1.17793474604776,0.354038792045176,0.474506952649277,23.6623655913979
"A Dunn","LF",2001,6883,1097,1631,334,10,462,1168,1317,2379,63,25,0.237,0.364,0.49,0.849269568360365,3371,0.253,0.55359394703657,"Home Runs",88,71.5909090909091,0.164535812872294,8200,806,0.494175352544451,1.18890554722639,1.13193403298351,0.359512195121951,0.489757373238414,14.8982683982684
"J Canseco","RF",1887,7057,1186,1877,340,14,462,1407,906,1942,200,88,0.266,0.353,0.515,0.864015983232355,3631,0.249,0.466529351184346,"Home Runs",288,69.4444444444444,0.183718293892589,7963,816,0.434736281299947,1.02914679385268,1.37413884472708,0.349491397714429,0.514524585517925,15.2748917748918
"N Cruz","DH",2008,7365,1081,2018,367,14,459,1302,732,1873,83,32,0.274,0.344,0.515,0.8542280249128,3790,0.241,0.390816871329418,"Home Runs",115,72.1739130434783,0.161778682959946,8097,840,0.416253716551041,0.932768924302789,1.18675298804781,0.33963196245523,0.51459606245757,16.0457516339869
"C Yastrzemski","LF",3308,11988,1816,3419,646,59,452,1844,1845,1393,168,116,0.285,0.379,0.462,0.842584668815421,5539,0.177,1.32447954055994,"Doubles",284,59.1549295774648,0.152652652652653,13833,1157,0.338403041825095,0.421100362756953,1.10640870616687,0.380539290103376,0.462045378712045,26.5221238938053
"V Guerrero","RF",2147,8155,1328,2590,477,46,449,1496,737,985,181,94,0.318,0.379,0.553,0.926700996466074,4506,0.235,0.748223350253807,"Doubles",275,65.8181818181818,0.173145309625996,8892,972,0.375289575289575,0.458779692594318,1.31532370749884,0.374156545209177,0.552544451256898,18.162583518931
"J Bagwell","1B",2150,7797,1517,2314,488,32,449,1529,1401,1558,202,78,0.297,0.408,0.54,0.94422817714442,4213,0.243,0.899229781771502,"Doubles",280,72.1428571428571,0.195331537770938,9198,969,0.418755401901469,0.724651162790698,1.41674418604651,0.403892150467493,0.540336026676927,17.3652561247216
"D Kingman","1B",1941,6677,901,1575,240,25,442,1210,608,1816,85,49,0.236,0.302,0.478,0.777566069777843,3191,0.242,0.334801762114537,"Home Runs",134,63.4328358208955,0.158079976037142,7285,707,0.448888888888889,0.935600206079341,1.0875837197321,0.299656829100892,0.477909240676951,15.106334841629
"J Giambi","1B",2260,7267,1227,2010,405,9,440,1441,1366,1572,20,12,0.277,0.399,0.516,0.907501769597688,3753,0.239,0.868956743002545,"Home Runs",32,62.5,0.183569561029311,8633,854,0.424875621890547,0.695575221238938,1.18053097345133,0.391057569790339,0.516444199807348,16.5159090909091
"P Konerko","1B",2349,8393,1162,2340,410,8,439,1412,921,1391,9,4,0.279,0.354,0.486,0.83659492770863,4083,0.207,0.662113587347232,"Home Runs",13,69.2307692307692,0.153342070773263,9314,857,0.366239316239316,0.592166879523201,1.09578544061303,0.350118101782263,0.486476825926367,19.1184510250569
"A Dawson","RF",2627,9927,1373,2774,503,98,438,1591,589,1509,314,109,0.279,0.323,0.482,0.802018609949244,4787,0.203,0.390324718356527,"Doubles",423,74.2316784869976,0.149289815654276,10516,1039,0.374549387166547,0.574419489912448,1.12828321279026,0.319798402434386,0.482220207514858,22.6643835616438
"C Beltr?n","CF",2586,9768,1582,2725,565,78,435,1587,1084,1795,312,49,0.279,0.35,0.486,0.837379319640654,4751,0.207,0.603899721448468,"Doubles",361,86.4265927977839,0.16221334971335,10852,1078,0.395596330275229,0.694122196442382,1.22544470224285,0.350995208256543,0.486384111384111,22.4551724137931
"J Gonzalez","RF",1689,6556,1061,1936,388,25,434,1404,457,1273,26,19,0.295,0.343,0.561,0.901931190806023,3676,0.266,0.358994501178319,"Home Runs",45,57.7777777777778,0.187995729103112,7013,847,0.4375,0.753700414446418,1.45944345766726,0.341223442178811,0.560707748627212,15.1059907834101
"A Jones","CF",2196,7599,1204,1933,383,36,434,1289,891,1748,152,59,0.254,0.337,0.486,0.818216828790472,3690,0.232,0.509725400457666,"Home Runs",211,72.0379146919431,0.164034741413344,8490,853,0.441282979824108,0.795992714025501,1.13524590163934,0.332626619552415,0.485590209238058,17.5092165898618
"C Ripken Jr.","SS",3001,11551,1647,3184,603,44,431,1695,1129,1305,36,39,0.276,0.34,0.447,0.787549106731988,5168,0.171,0.865134099616858,"Doubles",75,48,0.144662799757597,12680,1078,0.33856783919598,0.434855048317228,1.1136287904032,0.340141955835962,0.447407150896026,26.800464037123
"M Piazza","C",1912,6911,1048,2127,344,8,427,1335,759,1113,17,20,0.308,0.377,0.545,0.921488955215096,3768,0.237,0.681940700808625,"Home Runs",37,45.945945945946,0.172406308783099,7670,779,0.366243535496004,0.582112970711297,1.24633891213389,0.376271186440678,0.545217768774418,16.1850117096019
"B Williams","OF",2488,9350,1410,2711,434,88,426,1475,1045,1046,90,49,0.29,0.361,0.492,0.853199219081572,4599,0.202,0.999043977055449,"Doubles",139,64.7482014388489,0.15427807486631,10395,948,0.349686462559941,0.420418006430868,1.15956591639871,0.361327561327561,0.491871657754011,21.9483568075117
"E Encarnaci?n","DH",1960,7040,1099,1832,370,10,424,1261,903,1426,61,14,0.26,0.35,0.496,0.840635157600174,3494,0.236,0.633239831697055,"Home Runs",75,81.3333333333333,0.167613636363636,7943,804,0.438864628820961,0.727551020408163,1.20408163265306,0.344328339418356,0.496306818181818,16.6037735849057
"D Evans","3B",2687,8973,1344,2223,329,36,414,1354,1605,1410,99,68,0.248,0.361,0.431,0.792731253570379,3866,0.183,1.13829787234043,"Home Runs",167,59.2814371257485,0.150339908614733,10578,779,0.35042735042735,0.524748790472646,1.00409378489021,0.361883153715258,0.430848099855121,21.6739130434783
"A Soriano","LF",1975,7750,1152,2095,481,31,412,1159,496,1803,289,84,0.27,0.319,0.5,0.81408391947611,3874,0.23,0.275097060454798,"Doubles",373,77.4798927613941,0.149096774193548,8246,924,0.441050119331742,0.912911392405063,1.17012658227848,0.314212951734174,0.499870967741935,18.8106796116505
"M Teixeira","1B",1862,6936,1099,1862,408,18,409,1298,918,1441,26,7,0.268,0.36,0.509,0.863331161341542,3533,0.241,0.63705759888966,"Home Runs",33,78.7878787878788,0.172794117647059,7854,835,0.4484425349087,0.77389903329753,1.28732545649839,0.353959765724472,0.50937139561707,16.958435207824
"D Snider","CF",2143,7161,1259,2116,358,85,407,1333,971,1237,99,50,0.295,0.38,0.54,0.919340499823022,3865,0.245,0.784963621665319,"Home Runs",149,66.4429530201342,0.180980310012568,8132,850,0.401701323251418,0.577228184787681,1.20951936537564,0.379611411706837,0.539729088116185,17.5945945945946
"A Kaline","RF",2834,10116,1622,3007,498,75,399,1583,1277,1020,137,65,0.297,0.376,0.48,0.855656583230766,4852,0.183,1.25196078431373,"Doubles",202,67.8217821782178,0.158412415974694,11393,972,0.323245759893582,0.359915314043754,1.13091037402964,0.376020363381023,0.479636219849743,25.3533834586466
"A Galarraga","1B",2257,8096,1195,2333,444,32,399,1425,583,2003,128,81,0.288,0.347,0.499,0.834748230361142,4038,0.211,0.291063404892661,"Doubles",209,61.244019138756,0.161808300395257,8679,875,0.375053579082726,0.887461231723527,1.16083296411165,0.335983408226754,0.498764822134387,20.2907268170426
"D Murphy","CF",2180,7960,1197,2111,350,39,398,1266,986,1748,161,68,0.265,0.346,0.469,0.815158089800669,3733,0.204,0.564073226544622,"Home Runs",229,70.3056768558952,0.154711055276382,8946,787,0.372809095215538,0.801834862385321,1.12981651376147,0.346188240554438,0.468969849246231,20
"J Carter","LF",2189,8422,1170,2184,432,53,396,1445,527,1387,231,66,0.259,0.306,0.464,0.767199146571595,3910,0.205,0.379956741167988,"Doubles",297,77.7777777777778,0.155248159582047,8949,881,0.403388278388278,0.633622658748287,1.19460941068981,0.30293887585205,0.464260270719544,21.2676767676768
"J Edmonds","CF",2010,6858,1251,1949,437,25,393,1199,998,1729,67,50,0.284,0.376,0.527,0.902248901041138,3615,0.243,0.577212261422788,"Doubles",117,57.2649572649573,0.178623505395159,7856,855,0.438686505900462,0.860199004975124,1.21890547263682,0.375127291242363,0.527121609798775,17.4503816793893
"G Nettles","3B",2700,8986,1193,2225,328,28,390,1314,1088,1209,32,36,0.248,0.329,0.421,0.749409455716547,3779,0.173,0.899917287014061,"Home Runs",68,47.0588235294118,0.139494769641665,10074,746,0.335280898876404,0.447777777777778,0.928518518518519,0.328866388723446,0.4205430669931,23.0410256410256
"J Bench","C",2158,7658,1091,2048,381,24,389,1376,891,1278,68,43,0.267,0.342,0.476,0.819625155048458,3644,0.209,0.697183098591549,"Home Runs",111,61.2612612612613,0.161073387307391,8549,794,0.3876953125,0.592215013901761,1.14318813716404,0.34378289858463,0.475842256463829,19.6863753213368
"A Ramirez","3B",2194,8136,1098,2303,495,24,386,1417,633,1238,29,18,0.283,0.341,0.492,0.826949555133716,4004,0.209,0.511308562197092,"Doubles",47,61.7021276595745,0.154559980334317,8769,905,0.392965696917065,0.564266180492252,1.14630811303555,0.334815828486715,0.492133726647001,21.0777202072539
"D Evans","RF",2606,8996,1470,2446,483,73,385,1384,1391,1697,78,59,0.272,0.37,0.47,0.839613044540447,4230,0.198,0.819681791396582,"Doubles",137,56.9343065693431,0.1586260560249,10387,941,0.384709730171709,0.651189562547966,1.0951650038373,0.369404062770771,0.470208981769675,23.3662337662338
"H Baines","DH",2830,9908,1299,2866,488,49,384,1628,1062,1441,34,34,0.289,0.356,0.465,0.822742466792945,4604,0.176,0.736988202637058,"Doubles",68,50,0.147708922083165,10970,921,0.321353803210049,0.509187279151944,1.03427561837456,0.358067456700091,0.464675010092854,25.8020833333333
"L Walker","RF",1988,6907,1355,2160,471,62,383,1311,913,1231,230,76,0.313,0.4,0.565,0.958190438033694,3904,0.252,0.741673436230707,"Doubles",306,75.1633986928105,0.192992616186477,7820,916,0.424074074074074,0.619215291750503,1.341046277666,0.392966751918159,0.565223686115535,18.0339425587467
"F Howard","LF",1895,6488,864,1774,245,35,382,1119,782,1460,8,9,0.273,0.352,0.499,0.850194666865673,3235,0.226,0.535616438356164,"Home Runs",17,47.0588235294118,0.152820591861899,7270,662,0.373167981961669,0.770448548812665,1.04643799472296,0.351581843191197,0.498612823674476,16.9842931937173
"R Howard","1B",1572,5707,848,1475,277,21,382,1194,709,1843,12,5,0.258,0.343,0.515,0.855555827445579,2940,0.257,0.384698860553445,"Home Runs",17,70.5882352941177,0.178903101454354,6416,680,0.461016949152542,1.17239185750636,1.29898218829517,0.340399002493766,0.515156824951814,14.9397905759162
"J Rice","LF",2089,8225,1249,2452,373,79,382,1451,670,1423,58,34,0.298,0.352,0.502,0.852989777734494,4129,0.204,0.470836261419536,"Home Runs",92,63.0434782608696,0.164133738601824,8895,834,0.340130505709625,0.681187170895165,1.2924844423169,0.350983698707139,0.502006079027356,21.5314136125654
"A Belle","LF",1539,5853,974,1726,389,21,381,1239,683,961,88,41,0.295,0.369,0.564,0.932387480418353,3300,0.269,0.710718002081165,"Doubles",129,68.2170542635659,0.189048351272852,6536,791,0.458285052143685,0.624431448992853,1.43794671864847,0.368574051407589,0.563813429010764,15.3622047244094
"G Stanton","RF",1437,5249,817,1386,272,11,380,974,698,1697,42,15,0.264,0.354,0.537,0.887673977183928,2820,0.273,0.411314083677077,"Home Runs",57,73.6842105263158,0.170603924557058,5947,663,0.478354978354978,1.18093249826026,1.24634655532359,0.350428787624012,0.537245189559916,13.8131578947368
"O Cepeda","1B",2124,7927,1131,2351,417,27,379,1365,588,1169,142,80,0.297,0.35,0.499,0.844587927670291,3959,0.202,0.502994011976048,"Doubles",222,63.963963963964,0.157436609057651,8515,823,0.350063802637176,0.550376647834275,1.17514124293785,0.345155607751028,0.499432319919263,20.9155672823219
"A Perez","1B",2777,9778,1272,2732,505,79,379,1652,925,1867,49,33,0.279,0.341,0.463,0.805169368979479,4532,0.184,0.495447241564006,"Doubles",82,59.7560975609756,0.149519329106157,10703,963,0.352489019033675,0.672308246308966,1.05293482175009,0.341679902830982,0.463489466148497,25.7994722955145
"M Williams","3B",1866,7000,997,1878,338,35,378,1218,469,1363,53,35,0.268,0.317,0.489,0.802803588164413,3420,0.221,0.344093910491563,"Home Runs",88,60.2272727272727,0.158214285714286,7469,751,0.39989350372737,0.730439442658092,1.18703108252947,0.314232159592984,0.488571428571429,18.5185185185185
"N Cash","1B",2089,6705,1046,1820,241,41,377,1103,1043,1091,43,30,0.271,0.374,0.488,0.857807032639247,3274,0.217,0.956003666361137,"Home Runs",73,58.9041095890411,0.160253542132737,7748,659,0.362087912087912,0.522259454284347,1.02872187649593,0.369514713474445,0.488292319164802,17.7851458885942
"J Kent","2B",2298,8498,1320,2461,560,47,377,1518,801,1522,94,60,0.29,0.356,0.5,0.850437383329709,4246,0.21,0.526281208935611,"Doubles",154,61.038961038961,0.166980465991998,9299,984,0.399837464445347,0.662315056570931,1.23498694516971,0.350790407570707,0.499646975759002,22.5411140583554
"C Fisk","C",2499,8756,1276,2356,421,47,376,1330,849,1386,128,58,0.269,0.341,0.457,0.790395769962395,3999,0.188,0.612554112554113,"Doubles",186,68.8172043010753,0.148812243033349,9605,844,0.358234295415959,0.554621848739496,1.04281712685074,0.333680374804789,0.456715395157606,23.2872340425532
"R Colavito","RF",1841,6503,971,1730,283,21,374,1159,951,880,19,27,0.266,0.359,0.489,0.848216408013952,3177,0.223,1.08068181818182,"Home Runs",46,41.304347826087,0.163770567430417,7454,678,0.391907514450867,0.478001086366105,1.15697990222705,0.359672658975047,0.488543749038905,17.3877005347594
"G Hodges","1B",2072,7030,1105,1921,295,48,370,1274,943,1137,63,31,0.273,0.359,0.487,0.845983323160903,3422,0.214,0.829375549692172,"Home Runs",94,67.0212765957447,0.169203413940256,7973,713,0.37116085372202,0.548745173745174,1.14816602316602,0.359212341653079,0.486770981507824,19
"T Helton","1B",2247,7962,1401,2519,592,37,369,1406,1335,1175,37,29,0.316,0.414,0.539,0.953602863034717,4292,0.223,1.13617021276596,"Doubles",66,56.0606060606061,0.176274805325295,9297,998,0.396188963874553,0.522919448153093,1.24922118380062,0.414542325481338,0.539060537553379,21.5772357723577
"R Kiner","LF",1472,5205,971,1451,216,39,369,1015,1011,749,22,2,0.279,0.398,0.548,0.94400932426869,2852,0.269,1.3497997329773,"Home Runs",24,91.6666666666667,0.190778097982709,6216,624,0.430048242591316,0.50883152173913,1.3491847826087,0.396074646074646,0.547934678194044,14.1056910569106
"L Berkman","1B",1879,6491,1146,1905,422,30,366,1234,1201,1300,86,48,0.293,0.406,0.537,0.940693394181615,3485,0.244,0.923846153846154,"Doubles",134,64.1791044776119,0.183330765675551,7692,818,0.429396325459318,0.69185737094199,1.26663118680149,0.403796151846074,0.536897242335541,17.7349726775956
"J DiMaggio","CF",1736,6821,1390,2214,389,131,361,1537,790,369,30,9,0.325,0.398,0.579,0.973492655663872,3948,0.254,2.14092140921409,"Doubles",39,76.9230769230769,0.214557982700484,7611,881,0.397922312556459,0.212557603686636,1.6860599078341,0.394691893312311,0.578800762351561,18.8947368421053
"G Gaetti","3B",2507,8951,1130,2280,443,39,360,1341,634,1602,96,65,0.255,0.308,0.434,0.737599532655243,3881,0.179,0.395755305867665,"Doubles",161,59.6273291925466,0.138029270472573,9585,842,0.369298245614035,0.639010769844436,0.985640207419226,0.304016692749087,0.433582839906156,24.8638888888889
"J Mize","1B",1883,6443,1118,2011,367,83,359,1337,856,524,28,1,0.312,0.397,0.562,0.954798810405589,3621,0.25,1.63358778625954,"Doubles",29,96.551724137931,0.190516839981375,7299,809,0.402287419194431,0.278279341476368,1.30377057886352,0.392793533360734,0.562005277044855,17.9470752089136
