"Player.name","position","Games","At.bat","Runs","Hits","Double..2B.","third.baseman","home.run","run.batted.in","a.walk","Strikeouts","stolen.base","Caught.stealing","AVG","On.base.Percentage","Slugging.Percentage","On.base.Plus.Slugging","Total_Bases","ISO","BB_K_Ratio","dominant_xbh","sb.attempts","SBSR","RPE","PA","totalXBH","xbhRate","Strikeouts_per_Game","Run_Production","OBP","SLG","AB_per_HR"
"C Martinez","LF",1003,2906,350,713,134,7,108,424,404,528,10,16,0.245,0.337,0.408,0.74523924872594,1185,0.163,0.765151515151515,"Doubles",26,38.4615384615385,0.13317274604267,3310,249,0.349228611500701,0.52642073778664,0.771684945164506,0.337462235649547,0.407777013076394,26.9074074074074
"G Selkirk","RF",846,2790,503,810,131,41,108,576,486,319,49,32,0.29,0.4,0.483,0.878400094529127,1347,0.193,1.52351097178683,"Doubles",81,60.4938271604938,0.19336917562724,3276,280,0.345679012345679,0.377068557919622,1.27541371158392,0.395604395604396,0.482795698924731,25.8333333333333
"R Northey","RF",1084,3172,385,874,172,28,108,513,361,297,7,0,0.276,0.352,0.45,0.799119917449206,1426,0.174,1.21548821548822,"Doubles",7,100,0.141551071878941,3533,308,0.352402745995423,0.273985239852399,0.828413284132841,0.349561279365978,0.449558638083228,29.3703703703704
"J Dykes","3B",2283,8046,1108,2256,453,90,108,1071,958,850,70,55,0.28,0.365,0.399,0.75628132463126,3213,0.119,1.12705882352941,"Doubles",125,56,0.135408898831718,9004,651,0.288563829787234,0.372317126587823,0.954445904511607,0.356952465570857,0.399328859060403,74.5
"G Soto","C",797,2522,308,619,146,4,108,361,311,673,3,5,0.245,0.33,0.435,0.76324615882878,1097,0.19,0.462109955423477,"Doubles",8,37.5,0.132632831086439,2833,258,0.416801292407108,0.844416562107905,0.83939774153074,0.328273914578186,0.434972244250595,23.3518518518519
"F Whitfield","1B",817,2284,242,578,93,8,108,356,139,371,7,16,0.253,0.298,0.443,0.738558639367474,1011,0.19,0.37466307277628,"Home Runs",23,30.4347826086957,0.130910683012259,2423,209,0.36159169550173,0.454100367197062,0.731946144430845,0.295914156004953,0.442644483362522,21.1481481481481
"D Litwhiler","LF",1057,3494,428,982,162,32,107,451,299,377,11,0,0.281,0.342,0.438,0.775334719411274,1529,0.157,0.793103448275862,"Doubles",11,100,0.125787063537493,3793,301,0.306517311608961,0.356669820245979,0.831598864711448,0.337727392565252,0.437607326846022,32.6542056074766
"T Pe?a","C",1988,6489,667,1687,298,27,107,708,455,846,80,63,0.26,0.309,0.364,0.672160144462838,2360,0.104,0.537825059101655,"Doubles",143,55.9440559440559,0.105948528278625,6944,432,0.256075874333136,0.425553319919517,0.691649899396378,0.308467741935484,0.363692402527354,60.6448598130841
"D LeMahieu","2B",1427,5314,810,1578,249,36,107,582,483,858,91,46,0.297,0.356,0.418,0.773293117687896,2220,0.121,0.562937062937063,"Doubles",137,66.4233576642336,0.130974783590516,5797,392,0.248415716096324,0.601261387526279,0.975473020322355,0.355528721752631,0.417764395935265,49.6635514018692
"T Walker","2B",1288,4554,647,1316,284,30,107,545,421,571,66,37,0.289,0.348,0.435,0.784147924514977,1981,0.146,0.737302977232925,"Doubles",103,64.0776699029126,0.130873956960913,4975,421,0.319908814589666,0.44332298136646,0.925465838509317,0.349145728643216,0.435002195871761,42.5607476635514
"M Gonzalez","SS",1139,3526,420,888,183,8,107,415,261,812,44,28,0.252,0.31,0.399,0.702725732313175,1408,0.147,0.321428571428571,"Doubles",72,61.1111111111111,0.118406125921724,3787,298,0.335585585585586,0.712906057945566,0.733099209833187,0.303406390282546,0.39931934203063,32.9532710280374
"L Herndon","LF",1537,4877,605,1334,186,76,107,550,353,793,92,56,0.274,0.322,0.409,0.731215001856374,1993,0.135,0.445145018915511,"Doubles",148,62.1621621621622,0.118412958786139,5230,369,0.276611694152924,0.515940143135979,0.751463890696161,0.322562141491396,0.408652860364978,45.5794392523364
"J Segura","3B",1331,5206,712,1480,232,45,107,492,302,782,205,71,0.284,0.33,0.408,0.731328105579535,2123,0.124,0.38618925831202,"Doubles",276,74.2753623188406,0.115635804840569,5508,384,0.259459459459459,0.587528174305034,0.9045830202855,0.323529411764706,0.407798693814829,48.6542056074766
"M Tiernan","OF",1476,5906,1313,1835,256,162,106,851,747,318,428,0,0.311,0.392,0.463,0.850845341992738,2733,0.152,2.34905660377358,"Doubles",428,100,0.183203521842194,6653,524,0.285558583106267,0.215447154471545,1.46612466124661,0.388095595971742,0.462749746020996,55.7169811320755
"S Hairston","LF",923,2431,300,589,133,17,106,313,175,577,36,11,0.242,0.296,0.442,0.734963109212579,1074,0.2,0.303292894280763,"Doubles",47,76.5957446808511,0.126079802550391,2606,256,0.434634974533107,0.625135427952329,0.664138678223185,0.293169608595549,0.44179350061703,22.9339622641509
"D Ross","C",883,2280,254,521,116,5,106,314,287,735,3,5,0.229,0.316,0.423,0.738009930357643,965,0.194,0.39047619047619,"Doubles",8,37.5,0.124561403508772,2567,227,0.435700575815739,0.832389580973952,0.64326160815402,0.314764316322556,0.423245614035088,21.5094339622642
"R Repulski","LF",928,3088,407,830,153,23,106,416,207,433,25,29,0.269,0.319,0.436,0.750923934836107,1347,0.167,0.478060046189376,"Doubles",54,46.2962962962963,0.133257772020725,3295,282,0.339759036144578,0.466594827586207,0.886853448275862,0.314719271623672,0.436204663212435,29.1320754716981
"B Campbell","RF",1360,4762,759,1382,295,87,106,766,548,584,53,50,0.29,0.367,0.455,0.818946050457522,2169,0.165,0.938356164383562,"Doubles",103,51.4563106796116,0.160121797564049,5310,488,0.353111432706223,0.429411764705882,1.12132352941176,0.36346516007533,0.455480890382192,44.9245283018868
"F Reyes","OF",531,1828,232,457,73,4,106,278,170,616,6,2,0.25,0.313,0.468,0.782085148605936,856,0.218,0.275974025974026,"Home Runs",8,75,0.139496717724289,1998,183,0.400437636761488,1.16007532956685,0.96045197740113,0.313813813813814,0.468271334792123,17.2452830188679
"H Duffy","CF",113,7042,1552,2292,325,119,106,1302,662,211,574,0,0.325,0.386,0.449,0.834019396453205,3173,0.124,3.13744075829384,"Doubles",574,100,0.202641295086623,7704,550,0.239965095986038,1.86725663716814,25.2566371681416,0.38343717549325,0.450582220959955,66.4339622641509
"L Thomas","OF",1027,3324,405,847,111,22,106,428,332,397,25,11,0.255,0.327,0.397,0.719595501978845,1320,0.142,0.836272040302267,"Doubles",36,69.4444444444444,0.125300842358604,3656,239,0.282172373081464,0.386562804284323,0.81110029211295,0.322483588621444,0.397111913357401,31.3584905660377
"R Hansen","SS",1384,4311,446,1007,156,17,106,501,551,643,9,14,0.234,0.32,0.351,0.671870844780092,1515,0.117,0.856920684292379,"Doubles",23,39.1304347826087,0.109835305033635,4862,279,0.277060575968222,0.464595375722543,0.684248554913295,0.320444261620732,0.35142658315936,40.6698113207547
"W Kurowski","3B",916,3229,518,925,162,32,106,529,369,332,19,0,0.286,0.366,0.455,0.814583856590091,1469,0.169,1.11144578313253,"Doubles",19,100,0.162124496748219,3598,300,0.324324324324324,0.362445414847162,1.14301310043668,0.35964424680378,0.454939609786312,30.4622641509434
"D Brouthers","1B",2,6711,1523,2296,460,205,106,1296,840,238,256,0,0.342,0.423,0.519,0.934456898573236,3484,0.177,3.52941176470588,"Doubles",256,100,0.210028311727015,7551,771,0.335801393728223,119,1409.5,0.415309230565488,0.519147668007748,63.311320754717
"R Brogna","1B",848,2958,379,795,176,13,106,458,227,655,32,16,0.269,0.32,0.445,0.765436254077228,1315,0.176,0.346564885496183,"Doubles",48,66.6666666666667,0.141480730223124,3185,295,0.371069182389937,0.772405660377358,0.987028301886792,0.320879120879121,0.444557133198107,27.9056603773585
"T Plouffe","3B",830,2933,364,710,155,10,106,379,246,676,12,11,0.242,0.304,0.41,0.710883743437773,1203,0.168,0.363905325443787,"Doubles",23,52.1739130434783,0.126662120695534,3179,271,0.38169014084507,0.814457831325301,0.895180722891566,0.300723497955332,0.410160245482441,27.6698113207547
"S Hatteberg","1B",1314,4226,538,1153,249,7,106,527,562,503,3,8,0.273,0.361,0.41,0.768504219216601,1734,0.137,1.11729622266402,"Doubles",11,27.2727272727273,0.1260056791292,4788,362,0.313963573287077,0.382800608828006,0.810502283105023,0.358187134502924,0.410317084713677,39.8679245283019
"I Meusel","LF",1290,4900,701,1521,250,93,106,819,269,199,113,53,0.31,0.348,0.464,0.810580935798579,2275,0.154,1.35175879396985,"Doubles",166,68.0722891566265,0.155102040816327,5169,449,0.295200525969757,0.154263565891473,1.17829457364341,0.346295221512865,0.464285714285714,46.2264150943396
"F Bolling","2B",1540,5562,692,1415,221,40,106,556,462,558,40,38,0.254,0.313,0.366,0.677282778272025,2034,0.112,0.827956989247312,"Doubles",78,51.2820512820513,0.112189859762675,6024,367,0.259363957597173,0.362337662337662,0.81038961038961,0.311586985391766,0.365695792880259,52.4716981132075
"B Cerv","LF",829,2261,320,624,96,26,105,374,212,392,12,10,0.276,0.34,0.481,0.818811675605607,1087,0.205,0.540816326530612,"Home Runs",22,54.5454545454545,0.153471915081822,2473,227,0.363782051282051,0.472858866103739,0.837153196622437,0.338050950262839,0.480760725342769,21.5333333333333
"M Devereaux","CF",1086,3740,491,949,170,33,105,480,296,635,86,56,0.254,0.308,0.401,0.709543255089224,1500,0.147,0.466141732283465,"Doubles",142,60.5633802816901,0.129812834224599,4036,308,0.324552160168599,0.584714548802947,0.894106813996317,0.308473736372646,0.401069518716578,35.6190476190476
"M Ellis","2B",1435,5117,690,1343,257,25,105,550,438,801,82,29,0.262,0.327,0.384,0.704626131950697,1965,0.122,0.546816479400749,"Doubles",111,73.8738738738739,0.121164744967755,5555,387,0.288160833953835,0.558188153310105,0.86411149825784,0.320612061206121,0.384014070744577,48.7333333333333
"D Spencer","SS",1098,3689,457,901,145,20,105,428,449,516,13,7,0.244,0.327,0.38,0.706022280129252,1401,0.136,0.87015503875969,"Doubles",20,65,0.119951206288967,4138,270,0.299667036625971,0.469945355191257,0.806010928961749,0.326244562590624,0.379777717538628,35.1333333333333
"D Nilsson","C",837,2779,389,789,157,10,105,470,320,424,15,18,0.284,0.356,0.461,0.818814552187551,1281,0.177,0.754716981132076,"Doubles",33,45.4545454545455,0.154551997121267,3099,272,0.344740177439797,0.506571087216249,1.02628434886499,0.357857373346241,0.46095717884131,26.4666666666667
"G Grantham","2B",1445,4989,912,1508,292,93,105,712,717,526,132,53,0.302,0.392,0.461,0.851155085878733,2301,0.159,1.36311787072243,"Doubles",185,71.3513513513514,0.162758067749048,5706,490,0.324933687002653,0.36401384083045,1.12387543252595,0.38994041359972,0.461214672279014,47.5142857142857
"D Walker","RF",1906,6740,1037,2064,376,96,105,1023,817,325,59,10,0.306,0.383,0.437,0.818476296270991,2947,0.131,2.51384615384615,"Doubles",69,85.5072463768116,0.152818991097923,7557,577,0.279554263565891,0.170514165792235,1.08079748163694,0.381235940187905,0.437240356083086,64.1904761904762
"A Avila","C",1052,3060,352,714,155,9,105,397,528,1068,8,8,0.233,0.348,0.393,0.738964303670186,1202,0.16,0.49438202247191,"Doubles",16,50,0.122385620915033,3588,269,0.376750700280112,1.01520912547529,0.711977186311787,0.346153846153846,0.39281045751634,29.1428571428571
"J Cust","DH",670,2107,311,510,96,2,105,323,444,819,6,6,0.242,0.374,0.439,0.812983806196031,925,0.197,0.542124542124542,"Home Runs",12,50,0.150450878025629,2551,203,0.398039215686274,1.22238805970149,0.946268656716418,0.373970991767934,0.439012814428097,20.0666666666667
"F Frisch","2B",2311,9112,1532,2880,466,138,105,1244,728,272,419,74,0.316,0.369,0.432,0.798734269827334,3937,0.116,2.67647058823529,"Doubles",493,84.9898580121704,0.152326602282704,9840,709,0.246180555555556,0.117697966248377,1.20121159671138,0.366666666666667,0.432067603160667,86.7809523809524
"M Morse","LF",832,2569,296,705,139,8,105,355,178,668,6,6,0.274,0.331,0.457,0.778817983679567,1175,0.183,0.266467065868263,"Doubles",12,50,0.126702997275204,2747,252,0.357446808510638,0.802884615384615,0.782451923076923,0.321441572624681,0.457376411054885,24.4666666666667
"M Whiten","RF",940,3104,465,804,129,20,105,423,378,712,78,40,0.259,0.341,0.415,0.754408534021803,1288,0.156,0.530898876404494,"Doubles",118,66.1016949152542,0.143041237113402,3482,254,0.31592039800995,0.757446808510638,0.94468085106383,0.339460080413555,0.414948453608247,29.5619047619048
"B Boone","C",2264,7245,679,1838,303,26,105,826,663,608,38,50,0.254,0.315,0.346,0.662431785407968,2508,0.092,1.09046052631579,"Doubles",88,43.1818181818182,0.103864734299517,7908,434,0.236126224156692,0.268551236749117,0.664752650176678,0.316262013151239,0.346169772256729,69
"I Happ","LF",681,2135,308,533,116,10,105,309,278,708,37,17,0.25,0.34,0.461,0.796986075618891,984,0.211,0.392655367231638,"Doubles",54,68.5185185185185,0.144496487119438,2413,231,0.433395872420263,1.03964757709251,0.906020558002937,0.336096145876502,0.460889929742389,20.3333333333333
"J Ellsbury","CF",1235,4846,749,1376,241,47,104,512,399,737,343,71,0.284,0.342,0.417,0.755875237584524,2023,0.133,0.541383989145183,"Doubles",414,82.8502415458937,0.130107304993809,5245,392,0.284883720930233,0.596761133603239,1.02105263157895,0.338417540514776,0.417457697069748,46.5961538461538
"X Nady","RF",961,2969,365,797,159,7,104,410,189,626,19,8,0.268,0.323,0.432,0.744018143147333,1282,0.164,0.301916932907348,"Doubles",27,70.3703703703704,0.130515325025261,3158,270,0.338770388958595,0.651404786680541,0.806451612903226,0.31222292590247,0.431795217244864,28.5480769230769
"J Piersall","CF",1734,5890,811,1604,256,52,104,591,524,583,115,57,0.272,0.332,0.386,0.718191900887437,2276,0.114,0.898799313893654,"Doubles",172,66.8604651162791,0.119015280135823,6414,412,0.256857855361596,0.336216839677047,0.808535178777393,0.331774243841596,0.38641765704584,56.6346153846154
"J Roseboro","C",1585,4847,512,1206,190,44,104,548,547,677,67,56,0.249,0.326,0.371,0.695529207849937,1796,0.122,0.807976366322009,"Doubles",123,54.4715447154472,0.109345987208583,5394,338,0.280265339966833,0.427129337539432,0.668769716088328,0.324990730441231,0.370538477408706,46.6057692307692
"V Guerrero Jr.","1B",507,1937,300,550,104,5,104,313,213,356,13,5,0.284,0.358,0.504,0.858755687889448,976,0.22,0.598314606741573,"Doubles",18,72.2222222222222,0.158234383066598,2150,213,0.387272727272727,0.702169625246548,1.20907297830375,0.354883720930233,0.503871966959215,18.625
"I Calderon","RF",924,3312,470,901,200,25,104,444,306,556,97,49,0.272,0.333,0.442,0.775336782272214,1463,0.17,0.550359712230216,"Doubles",146,66.4383561643836,0.13798309178744,3618,329,0.365149833518313,0.601731601731602,0.989177489177489,0.333609729132117,0.441727053140097,31.8461538461538
"F Stubbs","1B",945,2591,323,602,109,12,104,348,260,626,74,28,0.232,0.303,0.404,0.706441137136468,1047,0.172,0.415335463258786,"Doubles",102,72.5490196078431,0.129486684677731,2851,225,0.37375415282392,0.662433862433862,0.71005291005291,0.302350052613118,0.40409108452335,24.9134615384615
"D Murphy","LF",1110,3467,440,950,203,16,104,472,316,575,54,28,0.274,0.333,0.432,0.766440440935459,1497,0.158,0.549565217391304,"Doubles",82,65.8536585365854,0.131525814825498,3783,323,0.34,0.518018018018018,0.821621621621622,0.334655035685963,0.431785405249495,33.3365384615385
"E Battey","C",1141,3586,393,969,150,17,104,449,421,470,13,12,0.27,0.349,0.409,0.755426121966425,1465,0.139,0.895744680851064,"Doubles",25,52,0.117401003904071,4007,271,0.279669762641899,0.411919368974584,0.73794916739702,0.346892937359621,0.408533184606804,34.4807692307692
"K Daniels","LF",727,2338,391,666,125,8,104,360,365,493,87,26,0.285,0.382,0.479,0.860042243086366,1119,0.194,0.740365111561866,"Doubles",113,76.9911504424779,0.160607356715141,2703,237,0.355855855855856,0.678129298486933,1.03301237964237,0.381428042915279,0.478614200171086,22.4807692307692
"P Polanco","2B",1927,7214,1009,2142,348,32,104,723,429,538,81,30,0.297,0.343,0.397,0.73366929648657,2866,0.1,0.797397769516729,"Doubles",111,72.972972972973,0.120044358192404,7643,484,0.225957049486461,0.279190451478983,0.898806434872859,0.336386235771294,0.397283060715276,69.3653846153846
"J Cantu","1B",847,3128,367,847,203,5,104,476,189,559,11,4,0.271,0.316,0.439,0.750949344884563,1372,0.168,0.338103756708408,"Doubles",15,73.3333333333333,0.134750639386189,3317,312,0.368358913813459,0.659976387249115,0.995277449822904,0.312330419053361,0.438618925831202,30.0769230769231
"J Tabor","3B",1005,3788,473,1021,191,29,104,598,286,377,69,54,0.27,0.322,0.418,0.738449559599365,1582,0.148,0.758620689655172,"Doubles",123,56.0975609756098,0.14136747624076,4074,324,0.317335945151812,0.375124378109453,1.06567164179104,0.320814923907707,0.417634635691658,36.4230769230769
"G Hamner","SS",1531,5839,711,1529,272,62,104,708,351,432,35,14,0.262,0.303,0.383,0.6868292172764,2237,0.121,0.8125,"Doubles",49,71.4285714285714,0.12151053262545,6190,438,0.28646173969915,0.282168517308948,0.926845199216199,0.303715670436187,0.383113546840212,56.1442307692308
"R Doumit","C",980,3093,350,818,191,7,104,413,232,621,12,6,0.264,0.324,0.432,0.747409260299147,1335,0.168,0.373590982286634,"Doubles",18,66.6666666666667,0.123343032654381,3325,302,0.36919315403423,0.633673469387755,0.778571428571429,0.315789473684211,0.431619786614937,29.7403846153846
"O Merced","RF",1391,3998,564,1108,229,28,103,585,487,661,57,29,0.277,0.355,0.426,0.781342733797222,1702,0.149,0.736762481089259,"Doubles",86,66.2790697674419,0.143696848424212,4485,360,0.324909747292419,0.475197699496765,0.826024442846873,0.355629877369008,0.425712856428214,38.8155339805825
"F Lindstrom","3B",1439,5611,895,1747,301,81,103,779,334,276,84,10,0.311,0.351,0.449,0.798981635106698,2519,0.138,1.21014492753623,"Doubles",94,89.3617021276596,0.149171270718232,5945,485,0.277618775042931,0.191799861014593,1.16330785267547,0.350042052144659,0.448939582962039,54.4757281553398
"B Skinner","LF",1381,4318,642,1198,197,58,103,531,485,646,67,36,0.277,0.351,0.421,0.771897427470499,1820,0.144,0.75077399380805,"Doubles",103,65.0485436893204,0.135826771653543,4803,358,0.298831385642738,0.46777697320782,0.849384503982621,0.350405996252342,0.421491431218157,41.9223300970874
"T Gonzalez","CF",1559,5195,690,1485,238,57,103,615,467,706,79,61,0.286,0.35,0.413,0.757844012852344,2146,0.127,0.661473087818697,"Doubles",140,56.4285714285714,0.125601539942252,5662,398,0.268013468013468,0.452854393842207,0.837075048107761,0.344754503708937,0.413089509143407,50.4368932038835
"D Gernert","1B",835,2493,357,632,104,8,103,402,363,462,10,11,0.254,0.351,0.426,0.773981012380885,1061,0.172,0.785714285714286,"Doubles",21,47.6190476190476,0.15222623345367,2856,215,0.340189873417722,0.553293413173653,0.908982035928144,0.348389355742297,0.425591656638588,24.2038834951456
"B McRae","CF",1354,5114,734,1336,264,58,103,532,488,824,196,86,0.261,0.331,0.396,0.721569842716377,2025,0.135,0.592233009708738,"Doubles",282,69.5035460992908,0.123777864685178,5602,425,0.31811377245509,0.608567208271787,0.935007385524372,0.325598000714031,0.395971842002346,49.6504854368932
"R Jackson","3B",955,3203,412,835,115,44,103,415,281,382,36,16,0.261,0.32,0.421,0.740864710287034,1347,0.16,0.735602094240838,"Doubles",52,69.2307692307692,0.129097720886669,3484,262,0.31377245508982,0.4,0.865968586387435,0.320321469575201,0.420543240711833,31.0970873786408
"M Canha","LF",790,2619,420,650,132,13,103,357,306,650,32,10,0.248,0.349,0.426,0.753336270449672,1117,0.178,0.470769230769231,"Doubles",42,76.1904761904762,0.148339060710195,2925,248,0.381538461538462,0.822784810126582,0.983544303797468,0.326837606837607,0.426498663612066,25.4271844660194
"J Johnstone","RF",1748,4703,578,1254,215,38,102,531,429,632,50,54,0.267,0.329,0.394,0.721520889553425,1851,0.127,0.67879746835443,"Doubles",104,48.0769230769231,0.117903465872847,5132,355,0.283094098883573,0.361556064073227,0.634439359267735,0.327942322681216,0.393578566872209,46.1078431372549
"S Yeager","C",1268,3584,357,816,118,16,102,410,342,726,14,18,0.228,0.298,0.355,0.649867413215923,1272,0.127,0.471074380165289,"Doubles",32,43.75,0.107003348214286,3926,236,0.28921568627451,0.572555205047319,0.604889589905363,0.294956698930209,0.354910714285714,35.1372549019608
"G Sisler","1B",2054,8267,1282,2810,425,164,102,1175,472,327,375,127,0.34,0.379,0.468,0.843563166512961,3869,0.128,1.4434250764526,"Doubles",502,74.7011952191235,0.148602878916173,8739,691,0.245907473309609,0.159201557935735,1.19620253164557,0.375557844146928,0.468005322366034,81.0490196078431
"L Piniella","LF",1747,5867,651,1705,305,41,102,766,368,541,32,41,0.291,0.333,0.409,0.741204723960652,2398,0.118,0.680221811460259,"Doubles",73,43.8356164383562,0.12076018408045,6235,448,0.262756598240469,0.309673726388094,0.811104751001717,0.332477947072975,0.408726776887677,57.5196078431373
"O Brown","RF",1221,3642,404,964,144,11,102,454,314,616,30,27,0.265,0.324,0.394,0.717342441763295,1436,0.129,0.50974025974026,"Doubles",57,52.6315789473684,0.117792421746293,3956,257,0.266597510373444,0.504504504504504,0.702702702702703,0.323053589484328,0.394288852278968,35.7058823529412
"P DeJong","SS",617,2154,300,501,107,4,102,306,192,628,19,9,0.233,0.306,0.428,0.723437273662038,922,0.195,0.305732484076433,"Doubles",28,67.8571428571429,0.14066852367688,2346,213,0.425149700598802,1.01782820097245,0.982171799027553,0.29539641943734,0.428040854224698,21.1176470588235
"J Oliver","C",1076,3367,320,831,174,3,102,476,248,637,13,13,0.247,0.299,0.391,0.689627952698492,1317,0.144,0.389324960753532,"Doubles",26,50,0.118206118206118,3615,279,0.335740072202166,0.592007434944238,0.739776951672863,0.298478561549101,0.391149391149391,33.0098039215686
"E Soderholm","3B",894,2894,402,764,120,14,102,383,295,359,18,21,0.264,0.335,0.421,0.752949788741231,1218,0.157,0.821727019498607,"Doubles",39,46.1538461538462,0.135625431928127,3189,236,0.308900523560209,0.401565995525727,0.878076062639821,0.332079021636877,0.420870767104354,28.3725490196078
"D Swanson","SS",830,3055,435,782,162,13,102,413,291,820,58,23,0.256,0.322,0.418,0.738357351719766,1276,0.162,0.354878048780488,"Doubles",81,71.6049382716049,0.138788870703764,3346,277,0.354219948849105,0.987951807228916,1.02168674698795,0.32068141063957,0.417675941080196,29.9509803921569
"D Menke","SS",1598,5071,605,1270,225,40,101,606,698,853,34,54,0.25,0.343,0.37,0.711474800936427,1878,0.12,0.818288393903869,"Doubles",88,38.6363636363636,0.119404456714652,5769,366,0.288188976377953,0.533792240300375,0.757822277847309,0.341133645345814,0.370341155590613,50.2079207920792
"D Dellucci","RF",1099,2873,431,736,141,35,101,398,322,714,41,25,0.256,0.338,0.435,0.766227686729885,1250,0.179,0.450980392156863,"Doubles",66,62.1212121212121,0.144274277758441,3195,277,0.376358695652174,0.64968152866242,0.754322111010009,0.331142410015649,0.435085276714236,28.4455445544554
"W Moryn","RF",785,2506,324,667,116,16,101,354,251,393,7,7,0.266,0.335,0.446,0.779099909944099,1118,0.18,0.638676844783715,"Doubles",14,50,0.135275339185954,2757,233,0.349325337331334,0.500636942675159,0.863694267515924,0.332970620239391,0.446129289704709,24.8118811881188
"G Berroa","DH",779,2506,379,692,113,9,101,382,276,510,19,16,0.276,0.349,0.449,0.797272742398832,1126,0.173,0.541176470588235,"Doubles",35,54.2857142857143,0.151835594573025,2782,223,0.322254335260116,0.654685494223363,0.976893453145058,0.347951114306254,0.449321628092578,24.8118811881188
"E Delahanty","LF",304,7505,1599,2596,522,185,101,1464,741,244,455,0,0.346,0.411,0.505,0.909810970873488,3791,0.159,3.03688524590164,"Doubles",455,100,0.204063957361759,8246,808,0.311248073959938,0.802631578947368,10.0756578947368,0.404681057482416,0.505129913391073,74.3069306930693
"G Altman","RF",991,3091,409,832,132,34,101,403,268,572,52,22,0.269,0.329,0.432,0.759377477987596,1335,0.163,0.468531468531469,"Doubles",74,70.2702702702703,0.131349077968295,3359,267,0.320913461538462,0.577194752774975,0.819374369323915,0.327478416195296,0.4318990617923,30.6039603960396
"D Concepcion","SS",2488,8723,993,2326,389,48,101,950,736,1186,321,109,0.267,0.322,0.357,0.680700141073556,3114,0.09,0.620573355817875,"Doubles",430,74.6511627906977,0.111372234323054,9459,538,0.231298366294067,0.476688102893891,0.780948553054662,0.323712866053494,0.356987275020062,86.3663366336634
"H Wagner","SS",2302,10430,1736,3430,640,252,101,1732,963,327,722,15,0.329,0.392,0.466,0.853181121879434,4877,0.137,2.94495412844037,"Doubles",737,97.9647218453189,0.166251198465964,11393,993,0.289504373177843,0.142050390964379,1.50651607298002,0.385587641534275,0.467593480345158,103.267326732673
"H Leiber","CF",813,2805,410,808,137,24,101,518,274,319,5,0,0.288,0.356,0.462,0.813444881923953,1296,0.174,0.858934169278997,"Doubles",5,100,0.16541889483066,3079,262,0.324257425742574,0.392373923739237,1.14145141451415,0.351412796362455,0.462032085561497,27.7722772277228
"J Villar","2B",1032,3530,482,899,161,19,101,343,344,1045,239,66,0.255,0.322,0.397,0.717740848044858,1401,0.142,0.329186602870813,"Doubles",305,78.3606557377049,0.11685552407932,3874,281,0.312569521690768,1.01259689922481,0.799418604651163,0.32085699535364,0.396883852691218,34.950495049505
"C Curtis","CF",1204,4017,648,1061,195,16,101,461,510,676,212,98,0.264,0.349,0.396,0.74309565394126,1591,0.132,0.754437869822485,"Doubles",310,68.3870967741936,0.138038337067463,4527,312,0.294062205466541,0.561461794019934,0.92109634551495,0.347028937486194,0.396066716455066,39.7722772277228
"N McLouth","CF",1045,3257,521,803,191,19,101,333,366,639,133,24,0.247,0.332,0.41,0.732547176886726,1335,0.163,0.572769953051643,"Doubles",157,84.7133757961784,0.131102241326374,3623,311,0.387297633872976,0.611483253588517,0.817224880382775,0.322660778360475,0.409886398526251,32.2475247524753
"A Galan","LF",1742,5937,1004,1706,336,74,100,830,979,393,123,0,0.287,0.39,0.419,0.807633930124023,2490,0.132,2.4910941475827,"Doubles",123,100,0.154455112009432,6916,510,0.2989449003517,0.225602755453502,1.05281285878301,0.38823019086177,0.419403739262254,59.37
"D Sims","C",843,2422,263,580,80,6,100,310,338,483,6,16,0.239,0.34,0.401,0.733929917782645,972,0.162,0.699792960662526,"Home Runs",22,27.2727272727273,0.118290668868704,2760,186,0.320689655172414,0.572953736654804,0.679715302491103,0.332608695652174,0.401321222130471,24.22
"M Prado","3B",1458,5373,664,1542,316,27,100,609,385,676,40,28,0.287,0.335,0.412,0.746352884151115,2212,0.125,0.569526627218935,"Doubles",68,58.8235294117647,0.118462683789317,5758,443,0.287289234760052,0.463648834019204,0.873113854595336,0.334664814171587,0.411688069979527,53.73
"M DeRosa","3B",1241,3633,538,975,196,12,100,494,358,707,23,18,0.268,0.34,0.412,0.745507146102126,1495,0.144,0.506364922206506,"Doubles",41,56.0975609756098,0.142031379025599,3991,308,0.315897435897436,0.569701853344077,0.831587429492345,0.334001503382611,0.411505642719516,36.33
"R Velarde","2B",1273,4244,633,1171,214,23,100,445,463,853,78,37,0.276,0.352,0.408,0.755012487668015,1731,0.132,0.542790152403283,"Doubles",115,67.8260869565217,0.127002827521206,4707,337,0.287788215200683,0.670070699135899,0.846818538884525,0.34714255364351,0.407869934024505,42.44
"M Jacobs","1B",569,1949,248,493,116,6,100,312,170,492,5,2,0.253,0.313,0.473,0.785433461237004,921,0.22,0.345528455284553,"Doubles",7,71.4285714285714,0.143663417136993,2119,222,0.450304259634888,0.864674868189807,0.984182776801406,0.312883435582822,0.472550025654182,19.49
"A Hicks","LF",871,2810,419,648,111,14,100,351,413,702,65,26,0.231,0.33,0.387,0.716029141082279,1087,0.156,0.588319088319088,"Doubles",91,71.4285714285714,0.137010676156584,3223,225,0.347222222222222,0.805970149253731,0.884041331802526,0.329196400868756,0.386832740213523,28.1
