"Player.name","position","Games","At.bat","Runs","Hits","Double..2B.","third.baseman","home.run","run.batted.in","a.walk","Strikeouts","stolen.base","Caught.stealing","AVG","On.base.Percentage","Slugging.Percentage","On.base.Plus.Slugging","Total_Bases","ISO","BB_K_Ratio","sb.attempts","SBSR","PA","totalRuns","OBP","SLG","AB_per_HR"
"B Bonds","LF",2986,9847,2227,2935,601,77,762,1996,2558,1539,514,141,0.298,0.444,0.607,1.0496906662259,5976,0.309,1.66211825860949,655,78.4732824427481,12405,4223,0.442805320435308,0.606885345790596,12.9225721784777
"H Aaron","RF",3298,12364,2174,3771,624,98,755,2297,1402,1383,240,73,0.305,0.374,0.555,0.930294012042949,6856,0.25,1.01373825018077,313,76.6773162939297,13766,4471,0.375780909487142,0.554513102555807,16.3761589403973
"B Ruth","RF",2504,8399,2174,2873,506,136,714,2213,2062,1330,123,117,0.342,0.474,0.69,1.16147718979887,5793,0.348,1.55037593984962,240,51.25,10461,4387,0.471752222540866,0.689724967258007,11.7633053221289
"A Pujols","1B",3080,11421,1914,3384,686,16,703,2218,1373,1404,117,43,0.296,0.374,0.544,0.91563769583405,6211,0.248,0.977920227920228,160,73.125,12794,4132,0.371814913240582,0.543822782593468,16.2460881934566
"A Rodriguez","SS",2784,10566,2021,3115,548,31,696,2086,1338,2287,329,76,0.295,0.38,0.55,0.924236834291977,5813,0.255,0.585045911674683,405,81.2345679012346,11904,4107,0.374075940860215,0.550160893431762,15.1810344827586
"W Mays","CF",2992,10881,2062,3283,523,140,660,1903,1464,1526,338,103,0.302,0.384,0.557,0.942013674275658,6066,0.255,0.959370904325033,441,76.6439909297052,12345,3965,0.384528149048198,0.557485525227461,16.4863636363636
"K Griffey","CF",2671,9801,1662,2781,524,38,630,1836,1312,1779,184,69,0.284,0.37,0.538,0.906109652819076,5271,0.254,0.737492973580663,253,72.7272727272727,11113,3498,0.368307387744084,0.537802265074992,15.5571428571429
"J Thome","1B",2543,8422,1583,2328,451,26,612,1699,1747,2548,19,20,0.276,0.402,0.554,0.954871610649181,4667,0.278,0.68563579277865,39,48.7179487179487,10169,3282,0.400727701838922,0.554143908810259,13.7614379084967
"S Sosa","RF",2354,8813,1475,2408,379,45,609,1667,929,2306,234,107,0.273,0.344,0.534,0.87629441659958,4704,0.261,0.402862098872507,341,68.6217008797654,9742,3142,0.342537466639294,0.533756949960286,14.4712643678161
"F Robinson","RF",2808,10006,1829,2943,528,72,586,1812,1420,1532,204,77,0.294,0.389,0.537,0.918826229205589,5373,0.243,0.926892950391645,281,72.5978647686833,11426,3641,0.381848415893576,0.536977813312013,17.0750853242321
"M McGwire","1B",1874,6187,1167,1626,252,6,583,1414,1317,1596,12,8,0.263,0.394,0.588,0.980359572464859,3639,0.325,0.825187969924812,20,60,7504,2581,0.392190831556503,0.588168740908356,10.6123499142367
"H Killebrew","1B",2435,8147,1283,2086,290,24,573,1584,1559,1699,19,18,0.256,0.376,0.509,0.884071650048937,4143,0.253,0.917598587404356,37,51.3513513513513,9706,2867,0.375540902534515,0.508530747514423,14.21815008726
"R Palmeiro","1B",2831,10472,1663,3020,585,38,569,1834,1353,1348,97,40,0.288,0.371,0.515,0.8843246220264,5388,0.227,1.00370919881306,137,70.8029197080292,11825,3497,0.369809725158562,0.514514896867838,18.4042179261863
"R Jackson","RF",2820,9864,1551,2584,463,49,563,1702,1375,2597,228,115,0.262,0.356,0.49,0.842320421149648,4834,0.228,0.529457065845206,343,66.4723032069971,11239,3253,0.352255538748999,0.490064882400649,17.5204262877442
"M Ramirez","LF",2302,8244,1544,2574,547,20,555,1831,1329,1813,38,33,0.312,0.411,0.585,0.993104621181814,4826,0.273,0.73303916161059,71,53.5211267605634,9573,3375,0.407709182074585,0.585395439107229,14.8540540540541
"M Schmidt","3B",2404,8352,1506,2234,408,59,548,1595,1507,1883,174,91,0.267,0.38,0.527,0.906749099078618,4404,0.26,0.800318640467339,265,65.6603773584906,9859,3101,0.379450248503905,0.527298850574713,15.2408759124088
"D Ortiz","DH",2408,8640,1419,2472,632,19,541,1768,1319,1750,17,9,0.286,0.38,0.552,0.932165338536146,4765,0.266,0.753714285714286,26,65.3846153846154,9959,3187,0.380660708906517,0.55150462962963,15.9704251386322
"M Mantle","CF",2401,8102,1677,2415,344,72,536,1509,1733,1710,153,38,0.298,0.421,0.557,0.97853512855977,4511,0.259,1.01345029239766,191,80.1047120418848,9835,3186,0.421759023894255,0.556776104665515,15.115671641791
"J Foxx","1B",2317,8134,1751,2646,458,125,534,1922,1452,1311,87,72,0.325,0.428,0.609,1.03679275535572,4956,0.284,1.10755148741419,159,54.7169811320755,9586,3673,0.427498435218026,0.609294320137694,15.2322097378277
"W McCovey","1B",2588,8197,1229,2211,353,46,521,1555,1345,1550,26,22,0.27,0.374,0.515,0.887368703913868,4219,0.245,0.867741935483871,48,54.1666666666667,9542,2784,0.372668203730874,0.514700500182994,15.7332053742802
"F Thomas","DH",2322,8199,1494,2468,495,12,521,1704,1667,1397,32,23,0.301,0.419,0.555,0.974061881585486,4550,0.254,1.1932712956335,55,58.1818181818182,9866,3198,0.419116156497061,0.554945725088425,15.7370441458733
"T Williams","LF",2292,7706,1798,2654,525,71,521,1839,2019,709,24,17,0.344,0.482,0.634,1.11430598932358,4884,0.29,2.84767277856135,41,58.5365853658537,9725,3637,0.480514138817481,0.633791850506099,14.7907869481766
"E Banks","1B",2528,9421,1305,2583,407,90,512,1636,763,1236,50,53,0.274,0.33,0.5,0.828076939144078,4706,0.226,0.617313915857605,103,48.5436893203884,10184,2941,0.328554595443833,0.499522343700244,18.400390625
"E Mathews","3B",2391,8537,1509,2315,354,72,512,1453,1444,1487,68,39,0.271,0.376,0.509,0.886045111575881,4349,0.238,0.971082716879623,107,63.5514018691589,9981,2962,0.376615569582206,0.509429541993675,16.673828125
"M Ott","RF",2730,9456,1859,2876,488,72,511,1860,1708,896,89,0,0.304,0.414,0.533,0.94370619455453,5041,0.229,1.90625,89,100,11164,3719,0.410605517735579,0.533100676818951,18.5048923679061
"G Sheffield","RF",2576,9217,1636,2689,467,27,509,1676,1475,1171,253,104,0.292,0.393,0.514,0.903391685714206,4737,0.222,1.25960717335611,357,70.8683473389356,10692,3312,0.389450056116723,0.513941629597483,18.1080550098232
"M Cabrera","DH",2702,10032,1530,3090,608,17,507,1848,1228,2033,40,21,0.308,0.384,0.524,0.907105751825066,5253,0.216,0.604033448106247,61,65.5737704918033,11260,3378,0.38348134991119,0.523624401913876,19.7869822485207
"E Murray","1B",3026,11336,1627,3255,560,35,504,1917,1333,1516,110,43,0.287,0.359,0.476,0.838237675881086,5397,0.189,0.879287598944591,153,71.8954248366013,12669,3544,0.362143815612913,0.476093860268172,22.4920634920635
"F McGriff","1B",2460,8757,1349,2490,441,24,493,1550,1305,1882,72,38,0.284,0.377,0.509,0.886240049616325,4458,0.225,0.693411264612115,110,65.4545454545455,10062,2899,0.377161598091831,0.509078451524495,17.762677484787
"L Gehrig","1B",2164,8001,1888,2721,534,163,493,1995,1508,790,102,101,0.34,0.447,0.632,1.07715751274071,5060,0.292,1.90886075949367,203,50.2463054187192,9509,3883,0.444736565359133,0.632420947381577,16.2292089249493
"A Beltr?","3B",2933,11068,1524,3166,636,38,477,1707,848,1732,121,42,0.286,0.339,0.48,0.816529130003265,5309,0.194,0.489607390300231,163,74.2331288343558,11916,3231,0.336858006042296,0.479671123960969,23.2033542976939
"W Stargell","LF",2360,7927,1195,2232,423,55,475,1540,937,1936,17,16,0.282,0.36,0.529,0.886086768636552,4190,0.247,0.483987603305785,33,51.5151515151515,8864,2735,0.357513537906137,0.528573230730415,16.6884210526316
"S Musial","OF",3026,10972,1949,3630,725,177,475,1951,1599,696,78,31,0.331,0.417,0.559,0.975016786171136,6134,0.228,2.29741379310345,109,71.5596330275229,12571,3900,0.415957362182802,0.559059423988334,23.0989473684211
"C Delgado","1B",2035,7283,1241,2038,483,18,473,1512,1109,1745,14,8,0.28,0.383,0.546,0.920928875463408,3976,0.266,0.635530085959885,22,63.6363636363636,8392,2753,0.375,0.545928875463408,15.3974630021142
"C Jones","3B",2499,8984,1619,2726,549,38,468,1623,1512,1409,150,46,0.303,0.401,0.529,0.9330471312143,4755,0.226,1.07310149041874,196,76.530612244898,10496,3242,0.403772865853659,0.529274265360641,19.1965811965812
"D Winfield","RF",2973,11003,1669,3110,540,88,465,1833,1216,1686,223,96,0.283,0.353,0.475,0.828545744694453,5221,0.192,0.721233689205219,319,69.9059561128527,12219,3502,0.354038792045176,0.474506952649277,23.6623655913979
"A Dunn","LF",2001,6883,1097,1631,334,10,462,1168,1317,2379,63,25,0.237,0.364,0.49,0.849269568360365,3371,0.253,0.55359394703657,88,71.5909090909091,8200,2265,0.359512195121951,0.489757373238414,14.8982683982684
"J Canseco","RF",1887,7057,1186,1877,340,14,462,1407,906,1942,200,88,0.266,0.353,0.515,0.864015983232355,3631,0.249,0.466529351184346,288,69.4444444444444,7963,2593,0.349491397714429,0.514524585517925,15.2748917748918
"N Cruz","DH",2008,7365,1081,2018,367,14,459,1302,732,1873,83,32,0.274,0.344,0.515,0.8542280249128,3790,0.241,0.390816871329418,115,72.1739130434783,8097,2383,0.33963196245523,0.51459606245757,16.0457516339869
"C Yastrzemski","LF",3308,11988,1816,3419,646,59,452,1844,1845,1393,168,116,0.285,0.379,0.462,0.842584668815421,5539,0.177,1.32447954055994,284,59.1549295774648,13833,3660,0.380539290103376,0.462045378712045,26.5221238938053
"V Guerrero","RF",2147,8155,1328,2590,477,46,449,1496,737,985,181,94,0.318,0.379,0.553,0.926700996466074,4506,0.235,0.748223350253807,275,65.8181818181818,8892,2824,0.374156545209177,0.552544451256898,18.162583518931
"J Bagwell","1B",2150,7797,1517,2314,488,32,449,1529,1401,1558,202,78,0.297,0.408,0.54,0.94422817714442,4213,0.243,0.899229781771502,280,72.1428571428571,9198,3046,0.403892150467493,0.540336026676927,17.3652561247216
"D Kingman","1B",1941,6677,901,1575,240,25,442,1210,608,1816,85,49,0.236,0.302,0.478,0.777566069777843,3191,0.242,0.334801762114537,134,63.4328358208955,7285,2111,0.299656829100892,0.477909240676951,15.106334841629
"J Giambi","1B",2260,7267,1227,2010,405,9,440,1441,1366,1572,20,12,0.277,0.399,0.516,0.907501769597688,3753,0.239,0.868956743002545,32,62.5,8633,2668,0.391057569790339,0.516444199807348,16.5159090909091
"P Konerko","1B",2349,8393,1162,2340,410,8,439,1412,921,1391,9,4,0.279,0.354,0.486,0.83659492770863,4083,0.207,0.662113587347232,13,69.2307692307692,9314,2574,0.350118101782263,0.486476825926367,19.1184510250569
"A Dawson","RF",2627,9927,1373,2774,503,98,438,1591,589,1509,314,109,0.279,0.323,0.482,0.802018609949244,4787,0.203,0.390324718356527,423,74.2316784869976,10516,2964,0.319798402434386,0.482220207514858,22.6643835616438
"C Beltr?n","CF",2586,9768,1582,2725,565,78,435,1587,1084,1795,312,49,0.279,0.35,0.486,0.837379319640654,4751,0.207,0.603899721448468,361,86.4265927977839,10852,3169,0.350995208256543,0.486384111384111,22.4551724137931
"J Gonzalez","RF",1689,6556,1061,1936,388,25,434,1404,457,1273,26,19,0.295,0.343,0.561,0.901931190806023,3676,0.266,0.358994501178319,45,57.7777777777778,7013,2465,0.341223442178811,0.560707748627212,15.1059907834101
"A Jones","CF",2196,7599,1204,1933,383,36,434,1289,891,1748,152,59,0.254,0.337,0.486,0.818216828790472,3690,0.232,0.509725400457666,211,72.0379146919431,8490,2493,0.332626619552415,0.485590209238058,17.5092165898618
"C Ripken Jr.","SS",3001,11551,1647,3184,603,44,431,1695,1129,1305,36,39,0.276,0.34,0.447,0.787549106731988,5168,0.171,0.865134099616858,75,48,12680,3342,0.340141955835962,0.447407150896026,26.800464037123
"M Piazza","C",1912,6911,1048,2127,344,8,427,1335,759,1113,17,20,0.308,0.377,0.545,0.921488955215096,3768,0.237,0.681940700808625,37,45.945945945946,7670,2383,0.376271186440678,0.545217768774418,16.1850117096019
"B Williams","OF",2488,9350,1410,2711,434,88,426,1475,1045,1046,90,49,0.29,0.361,0.492,0.853199219081572,4599,0.202,0.999043977055449,139,64.7482014388489,10395,2885,0.361327561327561,0.491871657754011,21.9483568075117
"E Encarnaci?n","DH",1960,7040,1099,1832,370,10,424,1261,903,1426,61,14,0.26,0.35,0.496,0.840635157600174,3494,0.236,0.633239831697055,75,81.3333333333333,7943,2360,0.344328339418356,0.496306818181818,16.6037735849057
"D Evans","3B",2687,8973,1344,2223,329,36,414,1354,1605,1410,99,68,0.248,0.361,0.431,0.792731253570379,3866,0.183,1.13829787234043,167,59.2814371257485,10578,2698,0.361883153715258,0.430848099855121,21.6739130434783
"A Soriano","LF",1975,7750,1152,2095,481,31,412,1159,496,1803,289,84,0.27,0.319,0.5,0.81408391947611,3874,0.23,0.275097060454798,373,77.4798927613941,8246,2311,0.314212951734174,0.499870967741935,18.8106796116505
"M Teixeira","1B",1862,6936,1099,1862,408,18,409,1298,918,1441,26,7,0.268,0.36,0.509,0.863331161341542,3533,0.241,0.63705759888966,33,78.7878787878788,7854,2397,0.353959765724472,0.50937139561707,16.958435207824
"D Snider","CF",2143,7161,1259,2116,358,85,407,1333,971,1237,99,50,0.295,0.38,0.54,0.919340499823022,3865,0.245,0.784963621665319,149,66.4429530201342,8132,2592,0.379611411706837,0.539729088116185,17.5945945945946
"A Kaline","RF",2834,10116,1622,3007,498,75,399,1583,1277,1020,137,65,0.297,0.376,0.48,0.855656583230766,4852,0.183,1.25196078431373,202,67.8217821782178,11393,3205,0.376020363381023,0.479636219849743,25.3533834586466
"A Galarraga","1B",2257,8096,1195,2333,444,32,399,1425,583,2003,128,81,0.288,0.347,0.499,0.834748230361142,4038,0.211,0.291063404892661,209,61.244019138756,8679,2620,0.335983408226754,0.498764822134387,20.2907268170426
"D Murphy","CF",2180,7960,1197,2111,350,39,398,1266,986,1748,161,68,0.265,0.346,0.469,0.815158089800669,3733,0.204,0.564073226544622,229,70.3056768558952,8946,2463,0.346188240554438,0.468969849246231,20
"J Carter","LF",2189,8422,1170,2184,432,53,396,1445,527,1387,231,66,0.259,0.306,0.464,0.767199146571595,3910,0.205,0.379956741167988,297,77.7777777777778,8949,2615,0.30293887585205,0.464260270719544,21.2676767676768
"J Edmonds","CF",2010,6858,1251,1949,437,25,393,1199,998,1729,67,50,0.284,0.376,0.527,0.902248901041138,3615,0.243,0.577212261422788,117,57.2649572649573,7856,2450,0.375127291242363,0.527121609798775,17.4503816793893
"G Nettles","3B",2700,8986,1193,2225,328,28,390,1314,1088,1209,32,36,0.248,0.329,0.421,0.749409455716547,3779,0.173,0.899917287014061,68,47.0588235294118,10074,2507,0.328866388723446,0.4205430669931,23.0410256410256
"J Bench","C",2158,7658,1091,2048,381,24,389,1376,891,1278,68,43,0.267,0.342,0.476,0.819625155048458,3644,0.209,0.697183098591549,111,61.2612612612613,8549,2467,0.34378289858463,0.475842256463829,19.6863753213368
"A Ramirez","3B",2194,8136,1098,2303,495,24,386,1417,633,1238,29,18,0.283,0.341,0.492,0.826949555133716,4004,0.209,0.511308562197092,47,61.7021276595745,8769,2515,0.334815828486715,0.492133726647001,21.0777202072539
"D Evans","RF",2606,8996,1470,2446,483,73,385,1384,1391,1697,78,59,0.272,0.37,0.47,0.839613044540447,4230,0.198,0.819681791396582,137,56.9343065693431,10387,2854,0.369404062770771,0.470208981769675,23.3662337662338
"H Baines","DH",2830,9908,1299,2866,488,49,384,1628,1062,1441,34,34,0.289,0.356,0.465,0.822742466792945,4604,0.176,0.736988202637058,68,50,10970,2927,0.358067456700091,0.464675010092854,25.8020833333333
"L Walker","RF",1988,6907,1355,2160,471,62,383,1311,913,1231,230,76,0.313,0.4,0.565,0.958190438033694,3904,0.252,0.741673436230707,306,75.1633986928105,7820,2666,0.392966751918159,0.565223686115535,18.0339425587467
"F Howard","LF",1895,6488,864,1774,245,35,382,1119,782,1460,8,9,0.273,0.352,0.499,0.850194666865673,3235,0.226,0.535616438356164,17,47.0588235294118,7270,1983,0.351581843191197,0.498612823674476,16.9842931937173
"R Howard","1B",1572,5707,848,1475,277,21,382,1194,709,1843,12,5,0.258,0.343,0.515,0.855555827445579,2940,0.257,0.384698860553445,17,70.5882352941177,6416,2042,0.340399002493766,0.515156824951814,14.9397905759162
"J Rice","LF",2089,8225,1249,2452,373,79,382,1451,670,1423,58,34,0.298,0.352,0.502,0.852989777734494,4129,0.204,0.470836261419536,92,63.0434782608696,8895,2700,0.350983698707139,0.502006079027356,21.5314136125654
"A Belle","LF",1539,5853,974,1726,389,21,381,1239,683,961,88,41,0.295,0.369,0.564,0.932387480418353,3300,0.269,0.710718002081165,129,68.2170542635659,6536,2213,0.368574051407589,0.563813429010764,15.3622047244094
"G Stanton","RF",1437,5249,817,1386,272,11,380,974,698,1697,42,15,0.264,0.354,0.537,0.887673977183928,2820,0.273,0.411314083677077,57,73.6842105263158,5947,1791,0.350428787624012,0.537245189559916,13.8131578947368
"O Cepeda","1B",2124,7927,1131,2351,417,27,379,1365,588,1169,142,80,0.297,0.35,0.499,0.844587927670291,3959,0.202,0.502994011976048,222,63.963963963964,8515,2496,0.345155607751028,0.499432319919263,20.9155672823219
"A Perez","1B",2777,9778,1272,2732,505,79,379,1652,925,1867,49,33,0.279,0.341,0.463,0.805169368979479,4532,0.184,0.495447241564006,82,59.7560975609756,10703,2924,0.341679902830982,0.463489466148497,25.7994722955145
"M Williams","3B",1866,7000,997,1878,338,35,378,1218,469,1363,53,35,0.268,0.317,0.489,0.802803588164413,3420,0.221,0.344093910491563,88,60.2272727272727,7469,2215,0.314232159592984,0.488571428571429,18.5185185185185
"N Cash","1B",2089,6705,1046,1820,241,41,377,1103,1043,1091,43,30,0.271,0.374,0.488,0.857807032639247,3274,0.217,0.956003666361137,73,58.9041095890411,7748,2149,0.369514713474445,0.488292319164802,17.7851458885942
"J Kent","2B",2298,8498,1320,2461,560,47,377,1518,801,1522,94,60,0.29,0.356,0.5,0.850437383329709,4246,0.21,0.526281208935611,154,61.038961038961,9299,2838,0.350790407570707,0.499646975759002,22.5411140583554
"C Fisk","C",2499,8756,1276,2356,421,47,376,1330,849,1386,128,58,0.269,0.341,0.457,0.790395769962395,3999,0.188,0.612554112554113,186,68.8172043010753,9605,2606,0.333680374804789,0.456715395157606,23.2872340425532
"R Colavito","RF",1841,6503,971,1730,283,21,374,1159,951,880,19,27,0.266,0.359,0.489,0.848216408013952,3177,0.223,1.08068181818182,46,41.304347826087,7454,2130,0.359672658975047,0.488543749038905,17.3877005347594
"G Hodges","1B",2072,7030,1105,1921,295,48,370,1274,943,1137,63,31,0.273,0.359,0.487,0.845983323160903,3422,0.214,0.829375549692172,94,67.0212765957447,7973,2379,0.359212341653079,0.486770981507824,19
"T Helton","1B",2247,7962,1401,2519,592,37,369,1406,1335,1175,37,29,0.316,0.414,0.539,0.953602863034717,4292,0.223,1.13617021276596,66,56.0606060606061,9297,2807,0.414542325481338,0.539060537553379,21.5772357723577
"R Kiner","LF",1472,5205,971,1451,216,39,369,1015,1011,749,22,2,0.279,0.398,0.548,0.94400932426869,2852,0.269,1.3497997329773,24,91.6666666666667,6216,1986,0.396074646074646,0.547934678194044,14.1056910569106
"L Berkman","1B",1879,6491,1146,1905,422,30,366,1234,1201,1300,86,48,0.293,0.406,0.537,0.940693394181615,3485,0.244,0.923846153846154,134,64.1791044776119,7692,2380,0.403796151846074,0.536897242335541,17.7349726775956
"J DiMaggio","CF",1736,6821,1390,2214,389,131,361,1537,790,369,30,9,0.325,0.398,0.579,0.973492655663872,3948,0.254,2.14092140921409,39,76.9230769230769,7611,2927,0.394691893312311,0.578800762351561,18.8947368421053
"G Gaetti","3B",2507,8951,1130,2280,443,39,360,1341,634,1602,96,65,0.255,0.308,0.434,0.737599532655243,3881,0.179,0.395755305867665,161,59.6273291925466,9585,2471,0.304016692749087,0.433582839906156,24.8638888888889
"J Mize","1B",1883,6443,1118,2011,367,83,359,1337,856,524,28,1,0.312,0.397,0.562,0.954798810405589,3621,0.25,1.63358778625954,29,96.551724137931,7299,2455,0.392793533360734,0.562005277044855,17.9470752089136
"Y Berra","C",2120,7555,1175,2150,321,49,358,1430,704,414,30,26,0.285,0.348,0.482,0.827759637141328,3643,0.197,1.70048309178744,56,53.5714285714286,8259,2605,0.345562416757477,0.482197220383852,21.1033519553073
"C Lee","LF",2099,7983,1125,2273,469,19,358,1363,655,984,125,47,0.285,0.339,0.483,0.821743252338981,3854,0.198,0.665650406504065,172,72.6744186046512,8638,2488,0.338967353554063,0.482775898784918,22.2988826815642
"G Vaughn","LF",1731,6103,1017,1475,284,23,355,1072,865,1513,121,59,0.242,0.337,0.47,0.806081423131761,2870,0.228,0.571711830799736,180,67.2222222222222,6968,2089,0.335820895522388,0.470260527609372,17.1915492957746
"L Gonzalez","LF",2591,9157,1412,2591,596,68,354,1439,1155,1218,128,87,0.283,0.367,0.479,0.842134722845749,4385,0.196,0.948275862068966,215,59.5348837209302,10312,2851,0.363266097750194,0.478868625095555,25.8672316384181
"L May","1B",2071,7609,959,2031,340,31,354,1244,487,1570,39,35,0.267,0.313,0.459,0.770342270724755,3495,0.192,0.310191082802548,74,52.7027027027027,8096,2203,0.311017786561265,0.459324484163491,21.4943502824859
"T Hunter","CF",2372,8857,1296,2452,498,39,353,1391,661,1741,195,99,0.277,0.331,0.461,0.788507435849518,4087,0.184,0.379666858127513,294,66.3265306122449,9518,2687,0.327064509350704,0.461442926498815,25.0906515580737
"R Braun","LF",1766,6622,1080,1963,408,49,352,1154,586,1363,216,60,0.296,0.358,0.532,0.885951370855095,3525,0.236,0.42993396918562,276,78.2608695652174,7208,2234,0.353634850166482,0.532316520688614,18.8125
"E Burks","CF",2000,7232,1253,2107,402,63,352,1206,793,1340,181,84,0.291,0.363,0.51,0.871741291732142,3691,0.219,0.591791044776119,265,68.3018867924528,8025,2459,0.361370716510903,0.510370575221239,20.5454545454545
"D Allen","1B",1749,6332,1099,1848,320,79,351,1119,894,1556,133,52,0.292,0.378,0.534,0.913101710867561,3379,0.242,0.574550128534704,185,71.8918918918919,7226,2218,0.379463050096872,0.533638660770689,18.039886039886
"M Trout","CF",1410,5105,1055,1547,298,51,351,898,922,1355,204,37,0.303,0.415,0.588,0.997315703233588,3000,0.285,0.680442804428044,241,84.6473029045643,6027,1953,0.409656545545047,0.587659157688541,14.5441595441595
"C Davis","OF",2436,8673,1240,2380,424,30,350,1372,1194,1698,142,98,0.274,0.36,0.451,0.813503091637632,3914,0.177,0.703180212014134,240,59.1666666666667,9867,2612,0.362217492652275,0.451285598985357,24.78
"G Foster","LF",1977,7023,986,1925,307,47,348,1239,666,1419,51,31,0.274,0.338,0.48,0.816826814342641,3370,0.206,0.469344608879493,82,62.1951219512195,7689,2225,0.336974899206659,0.479851915135982,20.1810344827586
"J Bautista","RF",1798,6051,1022,1496,312,17,344,975,1032,1394,70,32,0.247,0.361,0.475,0.831873729518211,2874,0.228,0.740315638450502,102,68.6274509803922,7083,1997,0.356910913454751,0.474962816063461,17.5901162790698
"C Granderson","CF",2057,7236,1217,1800,346,95,344,937,924,1916,153,50,0.249,0.337,0.465,0.799274054563782,3368,0.216,0.482254697286013,203,75.3694581280788,8160,2154,0.333823529411765,0.465450525152018,21.0348837209302
"J Votto","1B",1991,7044,1145,2093,453,22,342,1106,1338,1578,80,29,0.297,0.412,0.513,0.92267420614548,3616,0.216,0.847908745247148,109,73.394495412844,8382,2251,0.409329515628728,0.513344690516752,20.5964912280702
"R Santo","3B",2243,8143,1138,2254,365,67,342,1331,1109,1343,35,41,0.277,0.362,0.464,0.827568552907951,3779,0.187,0.825763216679077,76,46.0526315789474,9252,2469,0.36348897535668,0.464079577551271,23.8099415204678
"J Clark","RF",1994,6847,1118,1826,332,39,340,1180,1262,1442,77,61,0.267,0.379,0.476,0.856348175489704,3256,0.209,0.875173370319001,138,55.7971014492754,8109,2298,0.380811444074485,0.475536731415218,20.1382352941176
"B Powell","1B",2042,6681,889,1776,270,11,339,1187,1001,1226,20,21,0.266,0.361,0.462,0.823251624472108,3085,0.196,0.816476345840131,41,48.780487804878,7682,2076,0.361494402499349,0.461757221972759,19.7079646017699
"T Martinez","1B",2023,7111,1009,1925,365,21,339,1271,780,1069,27,20,0.271,0.344,0.471,0.813756073670117,3349,0.2,0.729653882132834,47,57.4468085106383,7891,2280,0.342795589912559,0.470960483757559,20.976401179941
"D Parker","RF",2466,9358,1272,2712,526,75,339,1493,683,1537,154,113,0.29,0.339,0.471,0.80883397305925,4405,0.181,0.444372153545869,267,57.6779026217228,10041,2765,0.338113733691863,0.470720239367386,27.6047197640118
"D Baylor","DH",2292,8198,1236,2135,366,28,338,1276,805,1069,285,120,0.26,0.342,0.436,0.762151861390596,3571,0.176,0.753040224508887,405,70.3703703703704,9003,2512,0.326557814061979,0.435594047328617,24.2544378698225
"J Adcock","1B",1959,6606,823,1832,295,35,336,1122,594,1059,20,25,0.277,0.337,0.485,0.82210944595822,3205,0.208,0.560906515580737,45,44.4444444444444,7200,1945,0.336944444444444,0.485165001513775,19.6607142857143
"R Can?","2B",2267,8773,1262,2639,572,33,335,1306,620,1214,51,38,0.301,0.351,0.488,0.835048955710572,4282,0.187,0.510708401976936,89,57.3033707865169,9393,2568,0.346960502501863,0.488088453208709,26.1880597014925
"D Strawberry","OF",1583,5418,898,1401,256,38,335,1000,816,1352,221,99,0.259,0.357,0.505,0.860982942467823,2738,0.246,0.603550295857988,320,69.0625,6234,1898,0.35563041385948,0.505352528608343,16.1731343283582
"B Bonds","RF",1849,7043,1258,1886,302,66,332,1024,914,1757,461,169,0.268,0.353,0.471,0.822713509221108,3316,0.203,0.520204894706887,630,73.1746031746032,7957,2282,0.351891416362951,0.470822092858157,21.2138554216867
"M Alou","LF",1942,7037,1109,2134,421,39,332,1287,737,894,106,37,0.303,0.369,0.516,0.88501066380032,3629,0.213,0.824384787472036,143,74.1258741258741,7774,2396,0.369307949575508,0.515702714224812,21.1957831325301
"H Greenberg","1B",1394,5193,1051,1628,379,71,331,1276,852,844,58,26,0.313,0.412,0.605,1.01530166348191,3142,0.292,1.00947867298578,84,69.0476190476191,6045,2327,0.41025641025641,0.605045253225496,15.6888217522659
"E Longoria","3B",1915,7102,993,1884,423,26,331,1131,707,1625,58,19,0.265,0.334,0.472,0.803776368918316,3352,0.207,0.435076923076923,77,75.3246753246753,7809,2124,0.331796644896914,0.471979724021402,21.4561933534743
"D Lee","1B",1942,6962,1081,1959,432,30,331,1078,874,1622,104,48,0.281,0.365,0.495,0.856221933433139,3444,0.214,0.538840937114673,152,68.4210526315789,7836,2159,0.361536498213374,0.494685435219764,21.0332326283988
"S Green","RF",1951,7082,1129,2003,445,35,328,1070,744,1315,162,52,0.283,0.355,0.494,0.845502536711169,3502,0.211,0.565779467680608,214,75.7009345794392,7826,2199,0.351009455660618,0.494493081050551,21.5914634146341
"M Vaughn","1B",1512,5532,861,1620,270,10,328,1064,725,1429,30,18,0.293,0.383,0.523,0.897918351691947,2894,0.23,0.507347795661302,48,62.5,6257,1925,0.374780246124341,0.523138105567607,16.8658536585366
"W Horton","LF",2028,7298,873,1993,284,40,325,1163,620,1313,20,38,0.273,0.332,0.457,0.786571019710044,3332,0.184,0.472201066260472,58,34.4827586206897,7918,2036,0.330007577671129,0.456563442038915,22.4553846153846
"J Upton","LF",1845,6721,1058,1754,350,38,325,1003,785,1971,151,59,0.261,0.342,0.469,0.807686915983258,3155,0.208,0.398274987316083,210,71.9047619047619,7506,2061,0.338262723154809,0.469424192828448,20.68
"J Dye","RF",1763,6487,984,1779,363,25,325,1072,597,1308,46,26,0.274,0.338,0.488,0.82361091030604,3167,0.214,0.456422018348624,72,63.8888888888889,7084,2056,0.335403726708075,0.488207183597965,19.96
