"Player.name","position","Games","At.bat","Runs","Hits","Double..2B.","third.baseman","home.run","run.batted.in","a.walk","Strikeouts","stolen.base","Caught.stealing","AVG","On.base.Percentage","Slugging.Percentage","On.base.Plus.Slugging","Total_Bases","ISO","BB_K_Ratio","sb.attempts","SBSR","PA","totalRuns","OBP","SLG","AB_per_HR"
"C Furillo","RF",1806,6378,895,1910,324,56,192,1058,514,436,48,26,0.299,0.355,0.458,0.809849477136566,2922,0.159,1.17889908256881,74,64.8648648648649,6892,1953,0.351712130005804,0.458137347130762,33.21875
"R Durham","2B",1975,7408,1249,2054,440,79,192,875,820,1201,273,97,0.277,0.352,0.436,0.78504023032557,3228,0.159,0.682764363030808,370,73.7837837837838,8228,2124,0.349295089936801,0.435745140388769,38.5833333333333
"B Dozier","2B",1144,4316,664,1055,231,21,192,561,488,973,105,36,0.244,0.325,0.441,0.762339886671518,1904,0.197,0.501541623843782,141,74.468085106383,4804,1225,0.321190674437968,0.44114921223355,22.4791666666667
"R Martin","C",1693,5701,803,1416,255,9,191,771,792,1211,101,51,0.248,0.349,0.397,0.73683102061824,2262,0.149,0.654004954582989,152,66.4473684210526,6493,1574,0.340058524564916,0.396772496053324,29.848167539267
"H McRae","DH",2084,7218,940,2091,484,66,191,1097,648,779,109,78,0.29,0.351,0.454,0.802626981998348,3280,0.164,0.83183568677792,187,58.2887700534759,7866,2037,0.348207475209764,0.454419506788584,37.7905759162304
"C Young","CF",1465,4710,668,1109,288,24,191,590,520,1192,142,46,0.235,0.314,0.428,0.739922381491721,2018,0.193,0.436241610738255,188,75.531914893617,5230,1258,0.311472275334608,0.428450106157113,24.6596858638743
"G Davis","1B",1015,3719,510,965,177,13,190,603,370,613,28,11,0.259,0.332,0.467,0.79381562072339,1738,0.208,0.603588907014682,39,71.7948717948718,4089,1113,0.326485693323551,0.467329927399839,19.5736842105263
"W Jones","3B",1691,5826,786,1502,252,33,190,812,755,541,40,17,0.258,0.343,0.41,0.753187000849693,2390,0.152,1.39556377079482,57,70.1754385964912,6581,1598,0.342956997416806,0.410230003432887,30.6631578947368
"A Gordon","LF",1753,6391,867,1643,357,26,190,749,684,1535,113,45,0.257,0.338,0.41,0.739169028000396,2622,0.153,0.445602605863192,158,71.5189873417722,7075,1616,0.328904593639576,0.41026443436082,33.6368421052632
"E Lombardi","C",1852,5855,601,1792,277,27,190,990,430,262,8,0,0.306,0.358,0.46,0.813488936761989,2693,0.154,1.6412213740458,8,100,6285,1591,0.353540175019889,0.459948761742101,30.8157894736842
"C Keller","LF",1170,3790,725,1085,166,72,189,760,784,499,45,23,0.286,0.41,0.518,0.926292004942471,1962,0.232,1.57114228456914,68,66.1764705882353,4574,1485,0.408613904678618,0.517678100263852,20.0529100529101
"P Wilson","CF",1108,4003,573,1055,221,16,189,668,350,1085,124,55,0.264,0.329,0.468,0.791164609543072,1875,0.204,0.32258064516129,179,69.2737430167598,4353,1241,0.322765908568803,0.468398700974269,21.1798941798942
"J Snow","1B",1716,5641,798,1509,293,19,189,877,760,1142,20,23,0.268,0.357,0.427,0.781173257225447,2407,0.159,0.665499124343257,43,46.5116279069767,6401,1675,0.354475863146383,0.426697394079064,29.8465608465608
"N Markakis","RF",2154,8302,1119,2388,514,22,189,1046,891,1230,66,32,0.288,0.357,0.423,0.779835481748588,3513,0.135,0.724390243902439,98,67.3469387755102,9193,2165,0.356684433808332,0.423151047940255,43.9259259259259
"B Bailey","3B",1931,6082,772,1564,234,43,189,773,852,1126,85,83,0.257,0.347,0.403,0.751420472464246,2451,0.146,0.756660746003552,168,50.5952380952381,6934,1545,0.348428035765792,0.402992436698454,32.1798941798942
"J Hardy","SS",1561,5805,718,1488,291,14,188,688,411,960,8,9,0.256,0.305,0.408,0.713942929640604,2371,0.152,0.428125,17,47.0588235294118,6216,1406,0.30550193050193,0.408440999138674,30.8776595744681
"D Porter","C",1782,5539,765,1369,237,48,188,826,905,1025,39,37,0.247,0.354,0.409,0.761985521322816,2266,0.162,0.882926829268293,76,51.3157894736842,6444,1591,0.352886405959032,0.409099115363784,29.4627659574468
"B Surhoff","LF",2313,8258,1062,2326,440,42,188,1153,640,839,141,84,0.282,0.332,0.413,0.74675062565593,3414,0.131,0.762812872467223,225,62.6666666666667,8898,2215,0.333333333333333,0.413417292322596,43.9255319148936
"A Pierzynski","C",2059,7290,807,2043,407,24,188,909,308,895,15,23,0.28,0.319,0.42,0.729450967350805,3062,0.14,0.344134078212291,38,39.4736842105263,7598,1716,0.309423532508555,0.42002743484225,38.7765957446809
"B Higginson","LF",1362,4910,736,1336,270,33,187,709,649,796,91,53,0.272,0.358,0.455,0.811864761973849,2233,0.183,0.815326633165829,144,63.1944444444444,5559,1445,0.357078611261018,0.454786150712831,26.2566844919786
"M Stanley","C",1467,4222,625,1138,220,7,187,702,652,929,13,4,0.27,0.37,0.458,0.825094707811652,1933,0.188,0.701829924650161,17,76.4705882352941,4874,1327,0.367254821501847,0.457839886309806,22.5775401069519
"M Semien","2B",1184,4589,686,1171,240,29,187,568,445,1001,107,34,0.255,0.321,0.442,0.763379254237452,2030,0.187,0.444555444555445,141,75.886524822695,5034,1254,0.321017083829956,0.442362170407496,24.5401069518717
"G Hill","RF",1162,3715,528,1005,187,21,186,586,270,845,96,38,0.271,0.321,0.482,0.80231858702976,1792,0.211,0.319526627218935,134,71.6417910447761,3985,1114,0.319949811794228,0.482368775235532,19.9731182795699
"R Aurilia","SS",1652,5721,745,1576,301,22,186,756,450,861,23,18,0.275,0.328,0.433,0.761625690202927,2479,0.158,0.522648083623693,41,56.0975609756098,6171,1501,0.328309836331227,0.433315853871701,30.758064516129
"M Minoso","LF",1835,6579,1136,1963,336,83,186,1023,814,584,205,130,0.298,0.389,0.459,0.835117915837412,3023,0.161,1.39383561643836,335,61.1940298507463,7393,2159,0.375625591776004,0.459492324061407,35.3709677419355
"M Moreland","1B",1260,4071,527,1020,219,9,186,618,385,975,11,5,0.251,0.318,0.446,0.761141610295178,1815,0.195,0.394871794871795,16,68.75,4456,1145,0.315305206463196,0.445836403831982,21.8870967741935
"A Trammell","SS",2293,8288,1231,2365,412,55,185,1003,850,874,236,109,0.285,0.352,0.415,0.767126761176334,3442,0.13,0.97254004576659,345,68.4057971014493,9138,2234,0.351827533377107,0.415299227799228,44.8
"C Chambliss","1B",2175,7571,912,2109,392,42,185,972,632,926,40,35,0.279,0.334,0.415,0.748886501137197,3140,0.136,0.682505399568035,75,53.3333333333333,8203,1884,0.334146044130196,0.414740457007,40.9243243243243
"M Young","SS",1970,7918,1137,2375,441,60,185,1030,575,1235,90,30,0.3,0.346,0.441,0.788239037440964,3491,0.141,0.465587044534413,120,75,8493,2167,0.347344872247733,0.440894165193231,42.8
"B Jordan","RF",1456,5160,755,1454,267,37,184,821,353,842,119,48,0.282,0.333,0.455,0.782615684984188,2347,0.173,0.419239904988124,167,71.2574850299401,5513,1576,0.327770723743878,0.45484496124031,28.0434782608696
"C Gehringer","2B",2323,8860,1775,2839,574,146,184,1427,1186,372,181,89,0.32,0.404,0.48,0.881131018533707,4257,0.16,3.18817204301075,270,67.037037037037,10046,3202,0.400656977901652,0.480474040632054,48.1521739130435
"B Watson","1B",1831,6185,802,1826,307,41,184,989,653,796,27,28,0.295,0.364,0.447,0.809905580186617,2767,0.152,0.82035175879397,55,49.0909090909091,6838,1791,0.362532904357999,0.447372675828618,33.6141304347826
"F Lindor","SS",1068,4236,680,1172,233,23,184,582,406,731,125,37,0.277,0.342,0.473,0.812791428102976,2003,0.196,0.555403556771546,162,77.1604938271605,4642,1262,0.339939681171909,0.472851746931067,23.0217391304348
"H Heilmann","RF",2146,7787,1291,2660,542,151,183,1539,856,550,113,64,0.342,0.41,0.52,0.927286049377769,4053,0.178,1.55636363636364,177,63.8418079096045,8643,2830,0.406803193335647,0.520482856042122,42.551912568306
"T Henrich","RF",1284,4603,901,1297,269,73,183,795,712,383,37,19,0.282,0.382,0.491,0.869188220124754,2261,0.209,1.85900783289817,56,66.0714285714286,5315,1696,0.377986829727187,0.491201390397567,25.1530054644809
"W Davis","CF",2429,9174,1217,2561,395,138,182,1053,418,977,398,131,0.279,0.311,0.412,0.72238731116858,3778,0.133,0.427840327533265,529,75.2362948960302,9592,2270,0.31057130942452,0.411816001744059,50.4065934065934
"S Balboni","1B",960,3120,351,714,127,11,181,495,273,856,1,2,0.229,0.293,0.451,0.741534040671972,1406,0.222,0.31892523364486,3,33.3333333333333,3393,846,0.290893015030946,0.450641025641026,17.2375690607735
"I Desmond","SS",1478,5442,724,1432,277,37,181,711,387,1402,181,56,0.263,0.315,0.427,0.739476778749298,2326,0.164,0.276034236804565,237,76.3713080168776,5829,1435,0.312060387716589,0.427416391032709,30.0662983425414
"B Herman","RF",1553,5603,882,1818,399,110,181,997,520,553,94,0,0.324,0.383,0.532,0.913696901076274,2980,0.208,0.940325497287523,94,100,6123,1879,0.381838967826229,0.531857933250045,30.9558011049724
"N Castellanos","RF",1225,4644,599,1285,308,35,181,658,325,1166,21,18,0.277,0.327,0.475,0.79903038806145,2206,0.198,0.278730703259005,39,53.8461538461538,4969,1257,0.324008854900382,0.475021533161068,25.6574585635359
"S Chapman","CF",1368,4988,754,1329,210,52,180,773,562,682,41,38,0.266,0.342,0.438,0.778371081586799,2183,0.172,0.824046920821114,79,51.8987341772152,5550,1527,0.340720720720721,0.437650360866079,27.7111111111111
"W Held","SS",1390,4019,524,963,150,22,179,559,508,944,14,11,0.24,0.331,0.421,0.746437138414708,1694,0.181,0.538135593220339,25,56,4527,1083,0.324939253368677,0.421497885046031,22.4525139664804
"D Crandall","C",1573,5026,585,1276,179,18,179,657,424,477,26,28,0.254,0.312,0.404,0.715428396193007,2028,0.15,0.888888888888889,54,48.1481481481481,5450,1242,0.311926605504587,0.40350179068842,28.0782122905028
"J Rudi","LF",1547,5556,684,1468,287,39,179,810,369,870,25,15,0.264,0.311,0.427,0.736608068822849,2370,0.163,0.424137931034483,40,62.5,5925,1494,0.310042194092827,0.426565874730022,31.0391061452514
"J Gentile","1B",936,2922,434,759,113,6,179,549,475,663,3,1,0.26,0.368,0.486,0.849572447565664,1421,0.226,0.716440422322775,4,75,3397,983,0.363261701501325,0.486310746064339,16.3240223463687
"J Gallo","OF",755,2374,403,474,90,9,179,390,418,1052,29,8,0.2,0.325,0.471,0.790840601260552,1119,0.271,0.397338403041825,37,78.3783783783784,2792,793,0.319484240687679,0.471356360572873,13.2625698324022
"T Lazzeri","2B",1740,6297,986,1840,334,115,178,1191,869,864,148,79,0.292,0.38,0.467,0.844606549260308,2938,0.175,1.00578703703704,227,65.1982378854625,7166,2177,0.378035166061959,0.466571383198348,35.376404494382
"H Clift","3B",1582,5730,1070,1558,309,62,178,829,1070,713,69,43,0.272,0.39,0.441,0.827133764500565,2525,0.169,1.50070126227209,112,61.6071428571429,6800,1899,0.386470588235294,0.440663176265271,32.1910112359551
"Y Grandal","C",1122,3575,477,848,160,7,178,534,621,994,12,7,0.237,0.351,0.435,0.785340084129407,1556,0.198,0.624748490945674,19,63.1578947368421,4196,1011,0.350095328884652,0.435244755244755,20.0842696629213
"M Olson","1B",740,2675,412,669,146,1,178,479,349,730,7,2,0.25,0.343,0.505,0.841686940612174,1351,0.255,0.478082191780822,9,77.7777777777778,3024,891,0.336640211640212,0.505046728971963,15.0280898876404
"C Cron","1B",982,3427,435,896,184,10,178,574,253,865,10,8,0.261,0.323,0.477,0.78903012839218,1634,0.216,0.292485549132948,18,55.5555555555556,3680,1009,0.312228260869565,0.476801867522615,19.252808988764
"R Kittle","LF",843,2708,356,648,100,3,176,460,236,744,16,16,0.239,0.306,0.473,0.773683851390405,1282,0.234,0.317204301075269,32,50,2944,816,0.300271739130435,0.47341211225997,15.3863636363636
"Y Molina","C",2226,7817,777,2168,408,7,176,1022,542,922,71,37,0.277,0.327,0.399,0.723075707937628,3118,0.122,0.587852494577007,108,65.7407407407407,8359,1799,0.324201459504725,0.398874248432903,44.4147727272727
"D Money","3B",1720,6214,798,1623,302,36,176,729,600,865,80,51,0.261,0.328,0.406,0.732580615327556,2525,0.145,0.69364161849711,131,61.0687022900763,6814,1527,0.326240093924274,0.406340521403283,35.3068181818182
"R Grichuk","RF",1024,3534,471,874,199,24,175,512,207,990,25,16,0.247,0.293,0.466,0.754721348213641,1646,0.219,0.209090909090909,41,60.9756097560976,3741,983,0.288960171077252,0.465761177136389,20.1942857142857
"H Matsui","LF",1236,4442,656,1253,249,12,175,760,547,689,13,9,0.282,0.36,0.462,0.822522697164739,2051,0.18,0.793904208998549,22,59.0909090909091,4989,1416,0.360793746241732,0.461728950923008,25.3828571428571
"B Belt","1B",1312,4397,628,1147,268,36,175,584,618,1209,47,21,0.261,0.356,0.458,0.809528884349907,2012,0.197,0.511166253101737,68,69.1176470588235,5015,1212,0.351944167497507,0.457584716852399,25.1257142857143
"T Story","2B",839,3179,516,853,202,27,174,516,298,987,113,30,0.268,0.336,0.513,0.844086918909803,1631,0.245,0.301925025329281,143,79.020979020979,3477,1032,0.331032499280989,0.513054419628814,18.2701149425287
"C Yelich","LF",1253,4730,798,1355,261,31,174,630,656,1192,157,32,0.286,0.376,0.465,0.838491696819489,2200,0.179,0.550335570469799,189,83.0687830687831,5386,1428,0.373375417749721,0.465116279069767,27.183908045977
"R Odor","2B",1096,3909,521,902,177,29,174,550,253,1008,68,51,0.231,0.287,0.424,0.70191603083558,1659,0.193,0.250992063492063,119,57.1428571428571,4162,1071,0.277510812109563,0.424405218726017,22.4655172413793
"B Buckner","1B",2517,9397,1077,2715,498,49,174,1208,450,453,183,73,0.289,0.321,0.408,0.729313827732229,3833,0.119,0.993377483443709,256,71.484375,9847,2285,0.321417690667208,0.407896137065021,54.0057471264368
"J Schoop","3B",1135,4187,542,1066,210,7,174,537,183,996,15,4,0.255,0.294,0.433,0.718580448691848,1812,0.178,0.183734939759036,19,78.9473684210526,4370,1079,0.285812356979405,0.432768091712443,24.0632183908046
"J Franco","SS",2527,8677,1285,2586,407,54,173,1194,917,1341,281,107,0.298,0.365,0.417,0.78231891887983,3620,0.119,0.683818046234154,388,72.4226804123711,9594,2479,0.365124035855743,0.417194883024087,50.1560693641619
"W Cooper","C",1473,4702,573,1341,240,40,173,812,309,357,18,1,0.285,0.332,0.464,0.792908090503742,2180,0.179,0.865546218487395,19,94.7368421052632,5011,1385,0.329275593693873,0.463632496809868,27.1791907514451
"K Calhoun","RF",1196,4291,618,1042,198,18,173,557,437,1089,34,16,0.243,0.316,0.418,0.731134667412729,1795,0.175,0.401285583103765,50,68,4728,1175,0.312817258883249,0.41831740852948,24.8034682080925
"M Grace","1B",2245,8065,1179,2445,511,45,173,1146,1075,642,70,48,0.303,0.383,0.442,0.82715382810073,3565,0.139,1.67445482866044,118,59.3220338983051,9140,2325,0.385120350109409,0.442033477991321,46.6184971098266
"N Colbert","1B",1004,3422,481,833,141,25,173,520,383,902,52,31,0.243,0.322,0.451,0.770485403637743,1543,0.208,0.424611973392461,83,62.6506024096386,3805,1001,0.31957950065703,0.450905902980713,19.7803468208092
"J Pederson","1B",1023,2976,460,705,150,13,173,436,387,831,22,23,0.237,0.334,0.47,0.795140187812341,1400,0.233,0.465703971119134,45,48.8888888888889,3363,896,0.324710080285459,0.470430107526882,17.2023121387283
"E Robinson","1B",1315,4282,546,1146,172,24,172,723,521,359,10,12,0.268,0.353,0.44,0.786588990630661,1882,0.172,1.45125348189415,22,45.4545454545455,4803,1269,0.347074744951072,0.439514245679589,24.8953488372093
"M Vernon","1B",2409,8731,1196,2495,490,120,172,1311,955,869,137,90,0.286,0.359,0.428,0.784657439570915,3741,0.142,1.09896432681243,227,60.352422907489,9686,2507,0.356184183357423,0.428473256213492,50.7616279069767
"K Bryant","RF",930,3463,623,969,217,19,172,502,462,938,44,20,0.28,0.377,0.502,0.86704050646415,1740,0.222,0.492537313432836,64,68.75,3925,1125,0.364585987261146,0.502454519203003,20.1337209302326
"M Mora","3B",1556,5422,794,1503,283,19,171,754,520,953,93,55,0.277,0.35,0.431,0.771479521517544,2337,0.154,0.545645330535152,148,62.8378378378378,5942,1548,0.340457758330528,0.431021763187016,31.7076023391813
"R Hidalgo","CF",987,3459,531,929,214,19,171,560,358,737,48,34,0.269,0.345,0.49,0.826912710691651,1694,0.221,0.485753052917232,82,58.5365853658537,3817,1091,0.337175792507205,0.489736918184446,20.2280701754386
"D Young","1B",1364,4762,648,1389,301,29,171,683,407,871,25,22,0.292,0.351,0.475,0.822256491608415,2261,0.183,0.467278989667049,47,53.1914893617021,5169,1331,0.347455987618495,0.47480050398992,27.8479532163743
"J Cronin","SS",2124,7579,1232,2285,515,118,170,1424,1059,700,87,71,0.301,0.39,0.468,0.854998400578046,3546,0.167,1.51285714285714,158,55.0632911392405,8638,2656,0.387126649687428,0.467871750890619,44.5823529411765
"T Raines","LF",2502,8872,1571,2605,430,113,170,980,1330,966,808,146,0.294,0.385,0.425,0.810753770234412,3771,0.131,1.3768115942029,954,84.6960167714885,10202,2551,0.385708684571653,0.425045085662759,52.1882352941176
"K Millar","1B",1427,4688,648,1284,296,15,170,699,564,838,7,9,0.274,0.358,0.452,0.804084385860482,2120,0.178,0.673031026252983,16,43.75,5252,1347,0.351865955826352,0.45221843003413,27.5764705882353
"M Carpenter","1B",1379,4538,780,1194,311,28,170,616,719,1108,27,17,0.263,0.369,0.456,0.820264202285471,2071,0.193,0.648916967509025,44,61.3636363636364,5257,1396,0.363895758036903,0.456368444248568,26.6941176470588
"B Elliott","3B",1978,7141,1064,2061,382,94,170,1195,967,604,60,2,0.289,0.375,0.44,0.813312674911659,3141,0.151,1.60099337748344,62,96.7741935483871,8108,2259,0.373458312777504,0.439854362134155,42.0058823529412
"J Hart","3B",1125,3783,518,1052,148,29,170,578,380,573,17,17,0.278,0.345,0.467,0.811336656670241,1768,0.189,0.663176265270506,34,50,4163,1096,0.343982704780207,0.467353951890034,22.2529411764706
"E Slaughter","RF",2380,7946,1247,2383,413,148,169,1304,1018,538,71,15,0.3,0.382,0.453,0.832338807926282,3599,0.153,1.89219330855019,86,82.5581395348837,8964,2551,0.379406514948684,0.452932292977599,47.0177514792899
"R Hernandez","C",1526,5105,580,1345,262,8,169,757,430,734,9,5,0.263,0.327,0.417,0.737924542157599,2130,0.154,0.5858310626703,14,64.2857142857143,5535,1337,0.320686540198735,0.417238001958864,30.207100591716
"L Moseby","CF",1587,5815,869,1494,273,66,169,737,616,1135,280,93,0.257,0.332,0.414,0.741855797631127,2406,0.157,0.54273127753304,373,75.0670241286863,6431,1606,0.328098273985383,0.413757523645744,34.4082840236686
"T Wigginton","3B",1362,4479,558,1170,245,14,169,594,371,891,42,23,0.261,0.323,0.435,0.753096995601467,1950,0.174,0.41638608305275,65,64.6153846153846,4850,1152,0.317731958762887,0.43536503683858,26.5029585798817
"P O'Brien","1B",1567,5437,654,1421,254,21,169,736,641,563,24,34,0.261,0.336,0.409,0.748305442284451,2224,0.148,1.13854351687389,58,41.3793103448276,6078,1390,0.3392563343205,0.409049107963951,32.1715976331361
"A Rios","RF",1691,6419,885,1778,374,63,169,794,400,1117,253,77,0.277,0.321,0.434,0.753269875569442,2785,0.157,0.35810205908684,330,76.6666666666667,6819,1679,0.319401671799384,0.433868203770058,37.9822485207101
"J Hernandez","SS",1587,4618,623,1166,193,33,168,603,384,1391,41,38,0.252,0.312,0.418,0.727589345379215,1929,0.166,0.276060388209921,79,51.8987341772152,5002,1226,0.309876049580168,0.417713295799047,27.4880952380952
"G Triandos","C",1206,3907,389,954,147,6,167,608,440,636,1,0,0.244,0.322,0.413,0.733785613277273,1614,0.169,0.691823899371069,1,100,4347,997,0.320680929376582,0.413104683900691,23.3952095808383
"B Zobrist","2B",1651,5880,884,1566,349,44,167,768,832,994,116,49,0.266,0.357,0.426,0.783120900326758,2504,0.16,0.837022132796781,165,70.3030303030303,6712,1652,0.357270560190703,0.425850340136054,35.2095808383234
"C Blake","3B",1265,4500,644,1186,264,18,167,616,445,1037,36,37,0.264,0.336,0.442,0.771383664756769,1987,0.178,0.429122468659595,73,49.3150684931507,4945,1260,0.329828109201213,0.441555555555556,26.9461077844311
"C Johnson","C",1188,3836,465,940,211,4,167,570,475,997,6,10,0.245,0.33,0.433,0.760972549065139,1660,0.188,0.476429287863591,16,37.5,4311,1035,0.328230109023428,0.43274244004171,22.9700598802395
"E Howard","C",1605,5363,619,1471,218,50,167,762,373,786,9,14,0.274,0.322,0.427,0.748478195685037,2290,0.153,0.474554707379135,23,39.1304347826087,5736,1381,0.321478382147838,0.426999813537199,32.1137724550898
"D Murphy","CF",1360,4347,648,1069,139,20,166,609,747,953,100,61,0.246,0.356,0.402,0.758154155296573,1746,0.156,0.783840503672613,161,62.111801242236,5094,1257,0.356497840596781,0.401656314699793,26.1867469879518
"P Sorrento","1B",1093,3412,454,876,176,5,166,565,426,844,8,15,0.257,0.34,0.457,0.79644903467332,1560,0.2,0.504739336492891,23,34.7826086956522,3838,1019,0.339239187076602,0.457209847596717,20.5542168674699
"B Robinson","LF",1472,4364,536,1127,229,29,166,641,263,820,71,49,0.258,0.3,0.438,0.738540789060028,1912,0.18,0.320731707317073,120,59.1666666666667,4627,1177,0.30041063323968,0.438130155820348,26.289156626506
"T Conigliaro","RF",876,3221,464,849,139,23,166,516,287,629,20,23,0.264,0.327,0.476,0.79945992961668,1532,0.212,0.456279809220986,43,46.5116279069767,3508,980,0.323831242873432,0.475628686743247,19.4036144578313
"J B?ez","SS",1009,3605,515,937,187,23,166,532,183,1103,90,32,0.26,0.302,0.463,0.758361245893668,1668,0.203,0.165911151405258,122,73.7704918032787,3788,1047,0.295670538542767,0.462690707350902,21.7168674698795
"C Rasmus","CF",1092,3704,536,891,183,21,166,491,362,1106,35,17,0.241,0.31,0.436,0.743910413384342,1614,0.195,0.327305605786618,52,67.3076923076923,4066,1027,0.308165272995573,0.435745140388769,22.3132530120482
"L Hisle","CF",1197,4205,652,1146,193,32,166,674,462,941,128,61,0.273,0.347,0.452,0.796627674208085,1901,0.179,0.490967056323061,189,67.7248677248677,4667,1326,0.344546818084423,0.452080856123662,25.3313253012048
"Y Cespedes","LF",834,3191,475,870,173,24,165,528,240,742,43,20,0.273,0.327,0.497,0.820543716246537,1586,0.224,0.323450134770889,63,68.2539682539683,3431,1003,0.323520839405421,0.497022876841116,19.3393939393939
"J Cruz","LF",2353,7917,1036,2251,391,94,165,1077,898,1031,317,136,0.284,0.354,0.42,0.777214307458601,3325,0.136,0.870999030067895,453,69.9779249448124,8815,2113,0.35723199092456,0.419982316534041,47.9818181818182
"J Jones","LF",1302,4594,632,1272,255,19,165,630,314,949,82,45,0.277,0.326,0.448,0.771556855102098,2060,0.171,0.330874604847208,127,64.5669291338583,4908,1262,0.323145884270579,0.448410970831519,27.8424242424242
"A Duvall","CF",833,2784,388,645,140,14,165,486,204,868,18,12,0.232,0.291,0.47,0.753964132391636,1308,0.238,0.235023041474654,30,60,2988,874,0.284136546184739,0.469827586206897,16.8727272727273
"A Van Slyke","CF",1658,5711,835,1562,293,91,164,792,667,1063,245,59,0.274,0.349,0.443,0.792312223460757,2529,0.169,0.627469426152399,304,80.5921052631579,6378,1627,0.349482596425212,0.442829627035545,34.8231707317073
"C Hafey","LF",1283,4625,777,1466,341,67,164,833,372,477,70,7,0.317,0.372,0.526,0.893874746469503,2433,0.209,0.779874213836478,77,90.9090909090909,4997,1610,0.367820692415449,0.526054054054054,28.2012195121951
"J Turner","1B",1396,4534,656,1312,293,9,164,664,464,771,41,10,0.289,0.366,0.466,0.821817655160873,2115,0.177,0.601815823605707,51,80.3921568627451,4998,1320,0.355342136854742,0.466475518306131,27.6463414634146
"J Lemon","RF",1010,3445,446,901,121,35,164,529,363,787,13,18,0.262,0.332,0.46,0.791729580075862,1584,0.198,0.461245235069886,31,41.9354838709677,3808,975,0.331932773109244,0.459796806966618,21.0060975609756
"C Washington","RF",1912,6787,926,1884,334,69,164,824,468,1266,312,134,0.278,0.325,0.42,0.743815968765844,2848,0.142,0.369668246445498,446,69.9551569506726,7255,1750,0.324190213645762,0.419625755120082,41.3841463414634
"H Bauer","RF",1544,5145,833,1424,229,57,164,703,521,638,50,33,0.277,0.346,0.439,0.782342734885291,2259,0.162,0.816614420062696,83,60.2409638554217,5666,1536,0.343275679491705,0.439067055393586,31.3719512195122
"B Upton","CF",1469,5175,723,1260,262,32,164,586,589,1561,300,92,0.243,0.321,0.402,0.722330071374213,2078,0.159,0.377322229340167,392,76.530612244898,5764,1309,0.320784177654407,0.401545893719807,31.5548780487805
"A Smith","RF",1518,5357,843,1458,258,46,164,676,674,768,67,43,0.272,0.358,0.429,0.782851663641777,2300,0.157,0.877604166666667,110,60.9090909090909,6031,1519,0.353506881114243,0.429344782527534,32.6646341463415
"A Seminick","C",1304,3921,495,953,139,26,164,556,582,780,23,7,0.243,0.347,0.417,0.758124355080121,1636,0.174,0.746153846153846,30,76.6666666666667,4503,1051,0.340883855207639,0.417240499872482,23.9085365853659
"R Smalley","SS",1653,5657,745,1454,244,25,163,694,770,908,27,34,0.257,0.345,0.395,0.741479421915768,2237,0.138,0.848017621145374,61,44.2622950819672,6427,1439,0.346040143146102,0.395439278769666,34.7055214723926
"B Madlock","3B",1806,6594,920,2008,348,34,163,860,605,510,174,90,0.305,0.365,0.442,0.804732319889238,2913,0.137,1.18627450980392,264,65.9090909090909,7199,1780,0.362967078760939,0.441765241128298,40.4539877300613
"D Demeter","CF",1109,3443,467,912,147,17,163,563,180,658,22,25,0.265,0.307,0.459,0.760890682202782,1582,0.194,0.273556231003039,47,46.8085106382979,3623,1030,0.301407673199006,0.459483009003776,21.1226993865031
"K Keltner","3B",1526,5683,737,1570,308,69,163,852,514,480,39,33,0.276,0.338,0.441,0.777080070104818,2505,0.165,1.07083333333333,72,54.1666666666667,6197,1589,0.336291754074552,0.440788316030266,34.8650306748466
"D Easley","2B",1706,5484,735,1386,287,27,163,684,510,935,114,56,0.253,0.329,0.404,0.720400926090204,2216,0.151,0.545454545454545,170,67.0588235294118,5994,1419,0.316316316316316,0.404084609773888,33.6441717791411
"A Hill","2B",1559,5646,736,1501,325,22,162,695,443,847,74,35,0.266,0.323,0.417,0.736550821568856,2356,0.151,0.523022432113341,109,67.8899082568807,6089,1431,0.319264247002792,0.417286574566064,34.8518518518519
"J Gomes","LF",1203,3456,495,835,157,14,162,526,417,1088,50,24,0.242,0.333,0.436,0.759027508821758,1506,0.194,0.383272058823529,74,67.5675675675676,3873,1021,0.323263619932869,0.435763888888889,21.3333333333333
"A Ethier","RF",1455,4800,641,1367,303,34,162,687,519,938,29,28,0.285,0.359,0.463,0.817911261515322,2224,0.178,0.553304904051173,57,50.8771929824561,5319,1328,0.354577928181989,0.463333333333333,29.6296296296296
"T Steinbach","C",1546,5369,638,1453,273,21,162,745,418,938,23,22,0.271,0.326,0.42,0.743128339854491,2254,0.149,0.445628997867804,45,51.1111111111111,5787,1383,0.323310869189563,0.419817470664928,33.141975308642
"K Hernandez","1B",2088,7370,1124,2182,426,60,162,1071,1070,1012,98,63,0.296,0.384,0.436,0.82140032281505,3214,0.14,1.05731225296443,161,60.8695652173913,8440,2195,0.385308056872038,0.436092265943012,45.4938271604938
"P ?lvarez","3B",910,2980,365,704,131,6,162,472,314,952,15,3,0.236,0.31,0.447,0.756362187911313,1333,0.211,0.329831932773109,18,83.3333333333333,3294,837,0.309046751669702,0.447315436241611,18.3950617283951
"M San?","1B",694,2502,386,585,123,6,162,418,333,1042,5,3,0.234,0.326,0.482,0.805823912298733,1206,0.248,0.31957773512476,8,62.5,2835,804,0.323809523809524,0.482014388489209,15.4444444444444
